Conversation,Owner,File
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_op_center_banter_b_dlg,no_owner,BIOD_GTH001_400BRIDGE
gth001_poi_data_p_dlg,global_xen,BIOD_GTH001_400BRIDGE
gth001_bridgesabotage_v_dlg,hench_tali,BIOD_GTH001_400BRIDGE
gth001_poi_network_p_dlg,global_xen,BIOD_GTH001_400BRIDGE
gth001_cc_click0_a_dlg,global_xen,BIOD_GTH001_400BRIDGE
gth001_maingun_b_dlg,hench_tali,BIOD_GTH001_500MAINGUN
gth001_inbarrel_b_dlg,hench_tali,BIOD_GTH001_500MAINGUN
gth001_radioambs_a_dlg,global_admiral,BIOD_GTH001_560GETHRIES
gth001_elev1_b_dlg,hench_tali,BIOD_GTH001_560GETHRIES
gth001_elev2_b_dlg,hench_tali,BIOD_GTH001_560GETHRIES
gth001_elev3_b_dlg,hench_tali,BIOD_GTH001_560GETHRIES
gth001_elev5_b_dlg,hench_tali,BIOD_GTH001_560GETHRIES
gth001_elev4_b_dlg,hench_tali,BIOD_GTH001_560GETHRIES
gth001_mainbatt_banter_b_dlg,no_owner,BIOD_GTH001_520MAINGUNR
gth001_gunoff_b_dlg,hench_tali,BIOD_GTH001_520MAINGUNR
gth001_maingun_near_b_dlg,hench_tali,BIOD_GTH001_520MAINGUNR
gth001_maingun_instruct_b_dlg,hench_tali,BIOD_GTH001_520MAINGUNR
gth001_gunback_b_dlg,hench_tali,BIOD_GTH001_540MAINGUNL
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_barriers_b_dlg,hench_edi,BIOD_GTH001_600CORE
gth001_prime_v_dlg,global_legion,BIOD_GTH001_600CORE
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_core_ambs2_a_dlg,global_admiral,BIOD_GTH001_600CORE
gth001_core1_m_dlg,global_legion,BIOD_GTH001_600CORE
gth001_core_ambs3_a_dlg,global_legion,BIOD_GTH001_600CORE
gth001_core_ambs1_a_dlg,global_legion,BIOD_GTH001_600CORE
gth001_core2_v_dlg,global_legion,BIOD_GTH001_600CORE
gth001_corefight_banter_b_dlg,no_owner,BIOD_GTH001_600CORE
gth001_core_ambs2_a_dlg,global_admiral,BIOD_GTH001_600CORE
gth001_core_ambs2_a_dlg,global_admiral,BIOD_GTH001_600CORE
gth001_enginerun_b_dlg,hench_tali,BIOD_GTH001_700HANGAR
gth001_enginefall_b_dlg,hench_tali,BIOD_GTH001_700HANGAR
gth001_overheat_b_dlg,global_legion,BIOD_GTH001_700HANGAR
gth001_exit_escape_c_dlg,global_legion,BIOD_GTH001_700HANGAR
gth001_engineclimb_b_dlg,hench_edi,BIOD_GTH001_700HANGAR
gth002_comm_towers_a_dlg,radio_comm,BIOD_GTH002_100LANDINGZONE
gth002_radioreact0_a_dlg,radio_han,BIOD_GTH002_100LANDINGZONE
gth002_talitalk_d_dlg,hench_tali,BIOD_GTH002_100LANDINGZONE
gth002_radioreact1_a_dlg,radio_han,BIOD_GTH002_205TUNNEL
gth002_cliff_seenus_b_dlg,no_owner,BIOD_GTH002_150INFILTRATE
gth002_parked_a_dlg,radio_legion,BIOD_GTH002_200REAPERRING
gth002_basebanter_b_dlg,no_owner,BIOD_GTH002_200REAPERRING
gth002_basebanter_b_dlg,no_owner,BIOD_GTH002_200REAPERRING
gth002_frontdoor_open_a_dlg,radio_legion,BIOD_GTH002_200REAPERRING
gth002_baseblock_a_dlg,radio_legion,BIOD_GTH002_200REAPERRING
gth002_base_see_p_dlg,no_owner,BIOD_GTH002_200REAPERRING
gth002_runtohover3_b_dlg,hench_edi,BIOD_GTH002_220REAPERAWAKES
gth002_runtohover2_b_dlg,hench_edi,BIOD_GTH002_220REAPERAWAKES
gth002_runtohover_b_dlg,radio_edi,BIOD_GTH002_220REAPERAWAKES
gth002_base_reveal1_m_dlg,global_legion,BIOD_GTH002_220REAPERAWAKES
gth002_getinhover_m_dlg,global_legion,BIOD_GTH002_220REAPERAWAKES
gth002_base_openlow_a_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_openlow_a_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_openlow_a_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_openlow_a_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_fire_a_dlg,radio_edi,BIOD_GTH002_210TOWER
gth002_base_fleet1_b_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_tables1_b_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_radioreact2_a_dlg,radio_admiral,BIOD_GTH002_210TOWER
gth002_basebanter_b_dlg,Not found,BIOD_GTH002_210TOWER
gth002_base_allclear_b_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_fireremind_a_dlg,radio_legion,BIOD_GTH002_210TOWER
gth002_base_firemiss_a_dlg,radio_joker,BIOD_GTH002_210TOWER
gth002_sync_notopen_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit3_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit3_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit1_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit1_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit1_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_hit3_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_warning2_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_warning4_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_warning1_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_sync_warning3_a_dlg,radio_han,BIOD_GTH002_310ONFOOT
gth002_turret_thrown_m_dlg,global_legion,BIOD_GTH002_310ONFOOT
gth002_turret_reaperdies_c_dlg,radio_han,BIOD_GTH002_320REAPERDEATH
gth002_post_peace_m_dlg,global_admiral,BIOD_GTH002_400RESOLUTION
gth002_post_quarian_m_dlg,global_admiral,BIOD_GTH002_400RESOLUTION
gth002_post_geth_m_dlg,Gth002_geth_Prime,BIOD_GTH002_400RESOLUTION
gth002_post_tali_m_dlg,hench_tali,BIOD_GTH002_400RESOLUTION
gth002_post_tali_m_dlg,hench_tali,BIOD_GTH002_400RESOLUTION
gth002_bigchoice_m_dlg,global_legion,BIOD_GTH002_400RESOLUTION
gth002_bigchoice_m_dlg,global_legion,BIOD_GTH002_400RESOLUTION
gth002_turret_reapertalk_m_dlg,gth002_reaper,BIOD_GTH002_400RESOLUTION
gthleg_plugin_m_dlg,global_legion,BIOD_GTHLEG_100LANDING
gthleg_meet_new_legion_m_dlg,global_legion,BIOD_GTHLEG_200SERVER_IN
gthleg_gun_tutorial_a_dlg,global_legion,BIOD_GTHLEG_250PATHS
gthleg_infection_tutorial_a_dlg,global_legion,BIOD_GTHLEG_250PATHS
gthleg_memory_instruct_a_dlg,global_legion,BIOD_GTHLEG_410LAB
cit_fetch_gthleg_i_dlg,cit_fetch_gthleg_asari,BIOD_GTHLEG_410LAB
gthleg_new_memory_found_a_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_memory_creation_v_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_memory_torture_v_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_memory_breakout_v_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_lab_intro_a_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_lab_intro_a_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_memory_question_a_dlg,global_legion,BIOD_GTHLEG_410LAB
gthleg_admiral_update_v_dlg,global_admiral,BIOD_GTHLEG_410LAB
gthleg_memory_question_a_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_memory_question_a_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_infection_blocked_a_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_memory_explosion_v_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_memory_exile_v_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_memory_police_v_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_memory_legion_v_dlg,Not found,BIOD_GTHLEG_510PARLIMENT
gthleg_courtyard_ambs_a_dlg,global_legion,BIOD_GTHLEG_510PARLIMENT
gthleg_admiral_update_v_dlg,global_admiral,BIOD_GTHLEG_510PARLIMENT
gthleg_virtual_outro_m_dlg,legion_server_out,BIOD_GTHLEG_650PATHS
gthn7a_spotted_geth_a_dlg,Not found,BIOD_GTHN7A_100CRASH
gth002_talireact_b_dlg,Not found,BIOD_GTHN7A_100CRASH
gthn7a_level01_b_dlg,Not found,BIOD_GTHN7A_100CRASH
gthn7a_finding_body_a_dlg,Not found,BIOD_GTHN7A_100CRASH
gthn7a_shuttle_aa_attack_v_dlg,global_shuttle_pilot,BIOD_GTHN7A_110CINE
gthn7a_tripmine_a_dlg,Not found,BIOD_GTHN7A_200PATROLS
gthn7a_tripmine_a_dlg,Not found,BIOD_GTHN7A_200PATROLS
gthn7a_patrol_callout_a_dlg,Not found,BIOD_GTHN7A_200PATROLS
gthn7a_enemy_warning_a_dlg,Not found,BIOD_GTHN7A_200PATROLS
gthn7a_meet_civilian_m_dlg,gthn7a_quarian_soldier,BIOD_GTHN7A_300TOWER
gthn7a_find_civilian_a_dlg,Not found,BIOD_GTHN7A_300TOWER
gthn7a_spot_aaturret_a_dlg,Not found,BIOD_GTHN7A_210AAGUN
gthn7a_disable_aa_guns_a_dlg,Not found,BIOD_GTHN7A_210AAGUN
gthn7a_aagun_decision_m_dlg,Not found,BIOD_GTHN7A_210AAGUN
gthn7a_enemy_warning_a_dlg,Not found,BIOD_GTHN7A_210AAGUN
gthn7a_access_console_a_dlg,Not found,BIOD_GTHN7A_210AAGUN
cit_fetch_gthn7a_i_dlg,Not found,BIOD_GTHN7A_310TURRET
gthn7a_turret_warning_a_dlg,Not found,BIOD_GTHN7A_310TURRET
gthn7a_geth_door_open_a_dlg,Not found,BIOD_GTHN7A_310TURRET
gthn7a_signal_shuttle_v_dlg,Not found,BIOD_GTHN7A_310TURRET
gthn7a_gun_disable_update_a_dlg,Not found,BIOD_GTHN7A_330FIGHT
gthn7a_disable_aa_guns_a_dlg,Not found,BIOD_GTHN7A_330FIGHT
gthn7a_disable_aa_guns_a_dlg,Not found,BIOD_GTHN7A_330FIGHT
gthn7a_gun_disable_update_a_dlg,Not found,BIOD_GTHN7A_330FIGHT
gthn7a_enemy_warning_a_dlg,Not found,BIOD_GTHN7A_340LOWER
gthn7a_disable_aa_guns_a_dlg,Not found,BIOD_GTHN7A_340LOWER
gthn7a_turret_take_a_dlg,Not found,BIOD_GTHN7A_340LOWER
gthn7a_gun_disable_update_a_dlg,Not found,BIOD_GTHN7A_340LOWER
gthn7a_access_console_a_dlg,Not found,BIOD_GTHN7A_340LOWER
gthn7a_aagun_decision02_a_dlg,no owner,BIOD_GTHN7A_340LOWER
gthn7a_aagun_decision02_a_dlg,no owner,BIOD_GTHN7A_340LOWER
gthn7a_aagun_decision02_a_dlg,no owner,BIOD_GTHN7A_350UPPER
gthn7a_enemy_warning_a_dlg,Not found,BIOD_GTHN7A_350UPPER
gthn7a_disable_aa_guns_a_dlg,Not found,BIOD_GTHN7A_350UPPER
gthn7a_turret_take_a_dlg,Not found,BIOD_GTHN7A_350UPPER
gthn7a_gun_disable_update_a_dlg,Not found,BIOD_GTHN7A_350UPPER
gthn7a_access_console_a_dlg,Not found,BIOD_GTHN7A_350UPPER
gthn7a_aagun_decision02_a_dlg,no owner,BIOD_GTHN7A_350UPPER
gthn7a_admiral_end_m_dlg,global_koris,BIOD_GTHN7A_400SHUTTLE
gthn7a_tower_destroyed_m_dlg,global_koris,BIOD_GTHN7A_400SHUTTLE
gthn7a_rescue_endings_v_dlg,Not found,BIOD_GTHN7A_430END
gthn7a_shuttlerun_a_dlg,Henchmen_PoI,BIOD_GTHN7A_450SHUTTLE2
kro001_machine_touch_a_dlg,kro001_guard10,BIOD_KRO001_100LANDINGAREA
kro001_kirrahe_d_dlg,kro001_kirrahe,BIOD_KRO001_100LANDINGAREA
kro001_top_talkpoint_a_dlg,Not found,BIOD_KRO001_100LANDINGAREA
kro001_wreav_investigate_d_dlg,global_wreav,BIOD_KRO001_100LANDINGAREA
kro001_kirrahe_d_dlg,kro001_kirrahe,BIOD_KRO001_100LANDINGAREA
kro001_wreav_investigate_d_dlg,global_wreav,BIOD_KRO001_100LANDINGAREA
kro001_wrex_investigate_d_dlg,global_wrex,BIOD_KRO001_100LANDINGAREA
kro001_personnel2_a_dlg,kro001_guard3,BIOD_KRO001_100LANDINGAREA
kro001_personnel3_a_dlg,kro001_guard5,BIOD_KRO001_100LANDINGAREA
kro001_soldier_d_dlg,kro001_salarian_soldier,BIOD_KRO001_100LANDINGAREA
kro001_personnel1_a_dlg,kro001_guard8,BIOD_KRO001_100LANDINGAREA
kro001_padok_a_dlg,kro001_guard11,BIOD_KRO001_100LANDINGAREA
kro001_wrex_investigate_d_dlg,global_wrex,BIOD_KRO001_100LANDINGAREA
kro001_soldier_d_dlg,kro001_salarian_soldier,BIOD_KRO001_100LANDINGAREA
kro001_personnel4_a_dlg,kro001_guard7,BIOD_KRO001_100LANDINGAREA
kro001_wrex_wreav_amb_a_dlg,no_owner,BIOD_KRO001_100LANDINGAREA
kro001_elevator_m_dlg,global_salarian_alt,BIOD_KRO001_100LANDINGAREA
kro001_salarian_alt_d_dlg,global_salarian_alt,BIOD_KRO001_100LANDINGAREA
kro001_salarian_alt_d_dlg,global_salarian_alt,BIOD_KRO001_100LANDINGAREA
kro001_banter_elevator_b_dlg,Not found,BIOD_KRO001_150LANDINGUTIL
kro001_walk_with_salarian_m_dlg,global_salarian_alt,BIOD_KRO001_201WALKCONVO
kro001_walk_with_mordin_m_dlg,global_mordin,BIOD_KRO001_201WALKMORDIN
kro001_elevator_destroyed_a_dlg,kro001_salarian_techie5,BIOD_KRO001_200BASEMENT
kro001_basement_chatter_a_dlg,no_owner,BIOD_KRO001_200BASEMENT
kro001_basement_chatter_a_dlg,no_owner,BIOD_KRO001_200BASEMENT
kro001_alarms_a_dlg,kro001_base_announcer,BIOD_KRO001_200BASEMENT
kro001_banter_basement_b_dlg,no_owner,BIOD_KRO001_200BASEMENT
kro001_audiolog_01_a_dlg,no_owner,BIOD_KRO001_200BASEMENT
kro001_audiolog_02_a_dlg,no_owner,BIOD_KRO001_200BASEMENT
kro001_meet_female_m_dlg,global_krogan_female,BIOD_KRO001_202MEETEVE
kro001_new_instructions_a_dlg,no_owner,BIOD_KRO001_205BSMT_EXIT
kro001_basement_techie_a_dlg,kro001_salarian_techie,BIOD_KRO001_205BSMT_EXIT
kro001_banter_basement_b_dlg,Not found,BIOD_KRO001_205BSMT_EXIT
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_250BASETRANS
kro001_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO001_250BASETRANS
kro001_chatter_cerberus_a_dlg,SFXStuntActor,BIOD_KRO001_350FIRSTTRANS
kro001_banter_yahg_b_dlg,SFXStuntActor,BIOD_KRO001_350FIRSTTRANS
kro001_chatter_salarians_a_dlg,kro001_guard1,BIOD_KRO001_300FIRSTFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_300FIRSTFLR
kro001_chatter_cerberus_a_dlg,kro001_cerb_soldier1,BIOD_KRO001_300FIRSTFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_300FIRSTFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_300FIRSTFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_300FIRSTFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_300FIRSTFLR
kro001_banter_yahg_b_dlg,Not found,BIOD_KRO001_300FIRSTFLR
kro001_audiolog_03_a_dlg,kro001_salarian_techie,BIOD_KRO001_300FIRSTFLR
kro001_checkpoint1_m_dlg,global_krogan_female,BIOD_KRO001_405CHK2CONVO
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,global_mordin,BIOD_KRO001_400SECONDFLR
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_banter_elevator_b_dlg,Not found,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,global_mordin,BIOD_KRO001_400SECONDFLR
kro001_chatter_cerberus_a_dlg,kro001_cerb_soldier1,BIOD_KRO001_400SECONDFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO001_400SECONDFLR
kro001_banter_emptyhall_b_dlg,no_owner,BIOD_KRO001_450SECONDTRANS
kro001_combat1_b_dlg,no_owner,BIOD_KRO001_450SECONDTRANS
kro001_banter_emptyhall_b_dlg,Not found,BIOD_KRO001_550CORRIDOR
kro001_obstruction_b_dlg,no_owner,BIOD_KRO001_500THIRDFLR
kro001_obstruction_b_dlg,no_owner,BIOD_KRO001_500THIRDFLR
kro001_obstruction_b_dlg,no_owner,BIOD_KRO001_500THIRDFLR
kro001_obstruction_b_dlg,no_owner,BIOD_KRO001_500THIRDFLR
kro001_obstruction_a_dlg,no_owner,BIOD_KRO001_500THIRDFLR
kro001_obstruction_m_dlg,kirrahe_obstruction,BIOD_KRO001_500THIRDFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_banter_power_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_checkpoint2_m_dlg,global_krogan_female,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_audiolog_04_a_dlg,kro001_salarian_techie,BIOD_KRO001_600FOURTHFLR
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_600FOURTHFLR
kro001_salarian_radio_a_dlg,global_mordin,BIOD_KRO001_600FOURTHFLR
kro001_audiolog_04_a_dlg,no_owner,BIOD_KRO001_605FOURTHPATHS
kro001_combat2_b_dlg,no_owner,BIOD_KRO001_605FOURTHPATHS
kro001_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO001_605FOURTHPATHS
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_b_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_b_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_b_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_b_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_end_fight_b_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_salarian_radio_a_dlg,no_owner,BIOD_KRO001_700BOSSFIGHT
kro001_base_intro_m_dlg,global_salarian_alt,BIOD_KRO001_90OPENINGCONVO
kro001_shuttle_security_m_dlg,global_salarian_alt,BIOD_KRO001_90OPENINGCONVO
kro002_hollows_fight_b_dlg,no_owner,BIOD_KRO002_100HOLLOWS
kro002_hollows_fight_b_dlg,no_owner,BIOD_KRO002_100HOLLOWS
kro002_hollows_fight_a_dlg,no_owner,BIOD_KRO002_100HOLLOWS
kro002_hollows_fight_b_dlg,no_owner,BIOD_KRO002_100HOLLOWS
kro002_clans_argue_m_dlg,global_krogan_female,BIOD_KRO002_100HOLLOWS
kro002_truck_talk1_m_dlg,global_krogan_female,BIOD_KRO002_300TRUCKTALK
kro002_catacombs_a_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_tremors_b_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_catacombs_maw_a_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_rachni_chat_v_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_catacombs_explr_b_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_catacombs_explr_b_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_catacombs_a_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_catacombs_maw_a_dlg,no_owner,BIOD_KRO002_450CATACOMBS
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_catacombs_a_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_highway_party_b_dlg,no_owner,BIOD_KRO002_400HIGHWAY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city_tpnt_a_dlg,no_owner,BIOD_KRO002_500CITY
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_500CITY
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_506CITYBANTER
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_505CITYFIGHT2
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_505CITYFIGHT2
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_505CITYFIGHT2
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_505CITYFIGHT2
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_505CITYFIGHT2
kro002_wrex_wreav_radio2_a_dlg,no_owner,BIOD_KRO002_550BRIDGE
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_550BRIDGE
kro002_wrex_wreav_radio2_a_dlg,no_owner,BIOD_KRO002_550BRIDGE
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_550BRIDGE
kro002_memorial_b_dlg,no_owner,BIOD_KRO002_575MEMBANTER
kro002_memorial_b_dlg,no_owner,BIOD_KRO002_575MEMBANTER
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_525PLATFORM
kro002_ancient_city2_b_dlg,no_owner,BIOD_KRO002_525PLATFORM
kro002_rendezvous_m_dlg,no_owner,BIOD_KRO002_650RENDEZVOUS
kro002_arrive_at_shroud_m_dlg,global_krogan_female,BIOD_KRO002_700ARRIVESHROUD
kro002_wrex_wreav_radio2_a_dlg,radio_wrex,BIOD_KRO002_600MEMORIAL
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_600MEMORIAL
kro002_memorial_b_dlg,no_owner,BIOD_KRO002_600MEMORIAL
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_600MEMORIAL
kro002_memorial_b_dlg,no_owner,BIOD_KRO002_600MEMORIAL
kro002_memorial_b_dlg,no_owner,BIOD_KRO002_600MEMORIAL
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_800BOSSINTRO
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_800BOSSINTRO
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_800BOSSINTRO
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_800BOSSINTRO
kro002_salarian_radio_a_dlg,no_owner,BIOD_KRO002_820BOSSBRIDGE
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_820BOSSBRIDGE
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_850BOSSROAD
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_850BOSSROAD
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_850BOSSROAD
kro002_turianchatter_a_dlg,no_owner,BIOD_KRO002_860THREESEC
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_875REAPER
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_875REAPER
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_875REAPER
kro002_salarian_radio_a_dlg,no_owner,BIOD_KRO002_875REAPER
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_875REAPER
kro002_wrex_wreav_radio_a_dlg,no_owner,BIOD_KRO002_900BOSSFIGHT
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_900BOSSFIGHT
kro002_shroud_b_dlg,no_owner,BIOD_KRO002_900BOSSFIGHT
kro002_second_hammer_v_dlg,no_owner,BIOD_KRO002_900BOSSFIGHT
kro002_mordin_goodbye_m_dlg,global_mordin,BIOD_KRO002_925SHROUD
kro002_salarian_outcome2_m_dlg,no_owner,BIOD_KRO002_925SHROUD
kro002_salarian_outcome_m_dlg,Not found,BIOD_KRO002_925SHROUD
kro002_salarian_outcome_m_dlg,Not found,BIOD_KRO002_925SHROUD
kro002_salarianalt_bye_m_dlg,global_salarian_alt,BIOD_KRO002_925SHROUD
kro002_salarian_outcome2_m_dlg,no_owner,BIOD_KRO002_925SHROUD
kro002_salarian_outcome_m_dlg,no_owner,BIOD_KRO002_925SHROUD
kro002_salarian_outcome_m_dlg,no_owner,BIOD_KRO002_925SHROUD
kro002_female_outcome_m_dlg,global_krogan_female,BIOD_KRO002_950EPILOGUE
krogar_arrival_v_dlg,hench_liara,BIOD_KROGAR_000LEVELTRANS
