.folder,.series,.game,.group,.charName,.totalWords,i,me,my,you,he,she,they,them,his,hers,theirs
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Wary Woman,75,0,0,0,3,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Stairbottom Elder,89,2,0,2,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Hating Man,94,5,0,0,2,1,0,0,0,2,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Cautious Woman,83,3,0,0,2,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Loiterer,56,4,1,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Archadian Fisherman,69,1,2,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Braggart,15,0,1,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Defiant Lad,25,1,0,0,0,0,0,0,2,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Resting Man,33,1,2,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Frank Woman,55,1,0,1,4,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Ex-Broker,80,6,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Busy Girl,61,7,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Dreaming Man,89,2,1,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Sensible Man,51,0,1,1,2,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Cockatrice,105,3,2,2,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Fresh Ardent,117,7,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Sighing Boy,50,2,0,1,0,0,4,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Perplexed Grandpa,33,2,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Leaving Man,27,0,0,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Waiting Woman,177,6,3,2,1,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Shady Seeq,63,0,2,0,1,0,0,1,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Suspicious Woman,53,2,0,0,1,3,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Indecisive Man,94,3,2,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Wall Child,29,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,The Moogles Eight,61,0,0,0,1,3,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Proud Brother,73,0,3,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Weary Brother,69,5,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Distinguished Elder,135,0,2,0,0,0,4,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Granddaughter,38,0,0,2,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Hungry Child,74,4,6,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Returnee,29,0,1,0,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Quiet Talker,95,0,1,0,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Little Sister,55,0,3,0,0,0,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Indefatigable Granny,61,5,4,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Lucky Man,263,12,4,2,8,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Disparaging Woman,88,3,0,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Worried Grandson,47,1,3,0,0,0,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Beasley,118,2,5,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Nay-Sayer,68,2,0,0,5,0,0,2,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Otto,17,0,1,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Fermon,67,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Jules,707,4,3,2,18,4,0,0,0,3,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Frustrated Woman,50,1,2,2,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Broken Man,67,5,2,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Nervous Seeq,56,1,3,0,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Trembling Woman,26,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Fallen Man,25,1,1,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Imperial (Guarding Archades Entrance),78,1,0,0,6,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Commoner,7,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Music Appreciator,107,2,0,1,2,3,0,2,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Farce-goer,86,3,0,3,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Boutiquere,78,5,0,5,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Smitten Man,118,7,3,0,0,0,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Artisan Architect,122,4,0,3,1,0,0,2,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Lutenist,185,11,0,4,1,0,0,0,2,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Perceptive Man,173,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Builder,100,2,2,1,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Girl on an Errand,125,6,1,14,1,0,1,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Smitten Woman,165,5,2,5,1,9,0,0,0,2,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Historian,134,7,2,0,0,0,0,4,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Moneyed Gentleman,181,7,0,3,5,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Avid Traveler,104,4,0,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Poor Wife,240,13,4,8,1,4,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Tutor,147,4,3,5,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Proud Mother,117,4,0,5,1,3,0,0,0,2,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Ardent Woman,86,3,0,2,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Judge's Wife,196,0,0,3,0,0,0,2,1,5,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Look-alike (lower level),222,4,5,4,6,5,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Poor Husband,140,5,1,3,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Talented Woman,107,4,0,1,2,0,0,2,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Family-minded Girl,347,12,0,10,8,13,2,0,0,7,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Ardent Man,199,2,0,5,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Mummer,17,0,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Daughter-in-Law,120,2,0,4,1,1,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Akademician,199,6,0,0,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Would-be Judge,81,2,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Man from Giza,201,10,4,10,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Traveling Gentleman,222,5,3,7,11,0,0,0,0,0,1,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Reminiscing Lady,112,6,2,3,2,1,0,1,0,4,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Foppish Man,10,0,0,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Sultry Woman,24,2,1,0,0,1,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Longing Man,80,5,2,0,1,0,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Chopmaster,285,0,0,0,16,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Magickery Proprietor,17,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Hesitant Man,29,4,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Eager Learner,28,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Hopeful Writer,22,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Insecure Seeq,23,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Technicks Seller,27,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Happy Novelist,184,11,1,2,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Bhujerban Lady,150,9,1,6,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Romantic Lady,206,7,2,9,2,2,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Lazy Profiteer,109,4,1,0,2,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Greenseller,120,3,0,2,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Tour Leader,100,1,0,0,1,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Tarot Reader,240,9,1,3,7,0,0,2,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Dangerous Chef,398,11,2,10,2,0,2,2,2,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Good Brother,98,3,0,2,2,0,2,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Vegetable Seller,140,0,4,0,0,0,4,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Philosopher of Cuisine,93,4,0,1,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Researcher's Wife,252,8,6,7,3,6,0,1,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Adventuresome Child,54,1,1,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Bargain Hunter,24,1,0,1,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Malloud,34,1,0,0,0,0,0,5,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Granch,23,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Enthusiastic Boy,44,1,3,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Three Timer,28,0,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Aerodrome Attendant,44,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Seeq-Hater,23,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Single Gentry,24,3,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Impressed Nuncle,26,3,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Patient Man,27,1,0,1,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Once-Commander,32,3,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Lebleu's Daughter,15,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Determined Researcher,211,8,0,9,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Ex-Researcher,244,7,3,9,0,0,2,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Aspiring Starlet,117,2,1,1,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Faded Star,270,12,2,9,11,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Worried Husband,103,6,1,5,0,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Failed Researcher,191,7,3,7,0,0,3,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Athletic Woman,144,5,1,5,3,3,0,0,0,2,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Gentleman Onlooker,108,3,1,0,3,0,0,2,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Eager Crier,203,9,2,2,2,0,0,0,2,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Senior Researcher,119,4,1,0,1,1,0,0,0,3,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Avid Reader,215,6,4,5,3,0,1,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Materialistic Woman,199,7,1,6,3,0,0,0,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Homesick Man,46,3,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Appreciator of Shields,37,0,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Prospective Dealer,58,0,0,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Willful Woman,16,0,1,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Meek Man,16,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Armor Seller,8,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Weapon Seller,9,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Cab Guide,175,3,0,0,7,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Look-alike (upper level),84,3,3,1,1,2,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Prideful Boy,39,2,0,0,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Entrepreneur,53,1,2,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Ruined Woman,71,5,0,6,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Haughty Boy,39,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Judge,13,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Quiet Woman,42,2,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Imperious Man,40,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Curious Boy,45,3,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Docent,62,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Cabbie,4,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Senior Researcher (Draklor),62,0,0,0,1,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Nethicite Researcher,34,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Reddas,315,5,3,4,15,9,0,1,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Pilot,55,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Rikken,160,5,0,0,3,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Elza,51,0,0,0,2,0,0,1,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Raz,57,0,1,0,0,2,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Manse Watch,19,0,0,0,0,0,0,0,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Resting Fisherman,22,1,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,"Quayhand (lady in pink, blue, and green)",22,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Placid Pirate,36,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Contemplative Viera,28,1,0,2,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Queasy Boy,11,0,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Quayhand (guy in brown/green shorts),24,0,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Seafarer,38,1,0,0,2,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Gloss-eyed Man,47,4,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Proper Pirate,37,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Wild-eyed Pirate,46,1,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Well-traveled Man,26,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Thoughtful Quayhand,23,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Dyed-in-the-Wool Sky Pirate,33,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Anti-Imperialist,23,0,0,0,1,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Fair Trader,22,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Prattling Pirate,26,0,0,0,1,0,0,0,2,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Seafarer's Wife,23,0,1,1,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Would-be Seafarer,26,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Perplexed Pirate,31,3,1,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Carefree Man,24,1,0,1,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Emma,13,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Beruny,17,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Seeq Merchant,23,0,0,0,0,0,0,0,1,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Whitecap Wench,16,1,0,1,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Pirate Gossip,46,2,0,0,0,2,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Man of the Quay,23,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Quay Rat,20,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Resting Pirate,26,1,1,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Whitecap Sister,24,0,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Bangaa in His Cups,28,0,0,0,0,1,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Relaxed Man,25,1,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,World-weary Woman,25,1,0,1,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Horizon-watcher,20,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Muscled Pirate,25,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Dubious Sky Pirate,28,0,0,0,1,2,0,0,0,1,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Watchwoman,27,1,0,0,1,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Quayhag,28,1,0,0,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,female,Blunt Woman,25,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Garrulous Pirate,24,1,1,0,1,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Fishmonger,26,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Worried Pirate,37,0,0,0,0,0,0,1,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Old Fisherman,25,0,0,0,0,0,0,0,0,0,0,0
../data/FinalFantasy/FFXII_B/,Final Fantasy,Final Fantasy XII,male,Reddas Freeman,26,0,0,0,0,0,0,2,1,0,0,0
