id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
2624804c-be5f-a9bc-8f3f-b920dcccfeb3,,TempleOfMythal/Myt_Inquisition_soldier_4,,Injured Soldier,Female,A wounded soldier of the Inquisition.,,French,Human,,,Minor,Laura22k_HQ,,,19,False,True,
4cba66dc-88b6-6df5-127f-f11040db4e58,,PAX/pax_western_boss,,First Talon Macrinus,Male,"Haughty leader of the cultists in the Western Approach. Brutal, sneering, confident to a fault.",,Standard British,Human,Enchanter,Cultist leader,Minor,Will22k_HQ,,,23,False,True,
43309e5a-e782-788a-b9ac-2ac12c74b0c7,,Epilogue/epi_flemeth,,Flemeth,Female,"This is Flemeth from the previous two games. In this game, Flemeth's story comes to a head-- she knew that Solas would summon her, and that he would need to steal her power to further his plans. She knew that because they are both elven gods... yet Solas has slept for a thousand years and his power dwindled, while she was killed long ago and a spark escaped from her into the body she now holds. She has nurtured that spark, and knew that Solas would need it. He was once her oldest friend, but she knows that in his drive to restore the elven people he will kill anyone-- even her. She intends to let him have the power, so long as she can pass the essence of her god-hood onto Morrigan, a gift Flemeth had always planned for her daughter yet one Morrigan misunderstood as hostile possession.",As in previous games.,English,Human,"As in Dragon Age 2, she is in her full warrior guise.",,Medium,Ryan22k_HQ,,,3C,False,True,
Ebx DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_keep_merchant [ed6d7ed7-bb98-4fb7-a7d6-1b17b50af500,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/captain_rylen [c7dfa8c9-9269-0d7d-8c42-d93acdbfdec2,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/WesternApproach/Main/wes_wild_keep_drill_dergeant_01 [b38635b6-b4f6-4e84-8fe7-9d448d67ba6f,,,,,Male,,,,,,,,,,,,,,
38fa2831-abb9-eb80-c6eb-83cb33ede0ba,,WesternApproach/Main/wes_wild_main_dragon_hunter_01,,Frederic,Male,An eccentric Orlesian reseasrcher.,,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/WesternApproach/Main/wes_wild_main_inquisition_soldier_06 [d6b77721-cd4c-45a2-827c-eee97b86bd64,,,,,Female,,,,,,,,,,,,,,
7715c4ce-8dde-6d4f-6020-6d0e71edf1a3,,Global/Enemies/gen_venatori_soldier_m,,Venatori Footsoldier,Male,This is the soundset character for male venatori soldiers.,,Tevinter,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
246c414a-6b45-0f5d-9e5a-ae10d6728fab,,WesternApproach/Main/wes_wild_main_tevinter_nemesis_01,,Lucanus,Male,A venatori trying to reach a powerful weapon in the Western Approach. Frustrated by the Inquisitor's intrusion.,,British,Human,,,Minor,Ryan22k_HQ,,,1E,False,True,
9608f1d0-c2ba-6dee-7757-8bdd1dd3a7a7,,SeekerFortress/See_fighting_templar_01,,Fighting Templar 01,Female,A templar. A professional rank-and-file soldier.,,British,Human,,,Minor,Laura22k_HQ,,,1E,False,True,
836c01e8-8d56-5605-f253-5ade0d55f92b,,SeekerFortress/See_fighting_templar_02,,Fighting Templar 2,Female,A templar. A professional rank-and-file soldier.,,British,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
29f64652-6147-4c54-be46-d07fe76852e3,,SeekerFortress/gc1_gc1_Lord_Seeker_as_envy_02,npc_gc1_TemplarGuard_01,Envy,Male,"A doppelganger in the shape of the Lord Seeker. Strong, cold, a hint of a growl in his sneer. Perfectly calm until completely losing his mind.",haughty,Standard British,Human,,,Medium,PeterSad22k_HQ,,,23,False,True,
374e4504-0ee8-48f3-9905-e424564b7acf,,SeekerFortress/gc1_gc1_veteran_collect_03,,Knight-Lieutenant Primmer,Male,"A veteran soldier, sergeant used to barking orders, not an officer. ""Working soldier""",,Standard British,Human,,Knight,Minor,Peter22k_HQ,,,28,False,True,
92343cf9-e788-4062-ae64-dc1114c72d99,,SeekerFortress/gc1_valc_siege_noble_01,npc_gc1_TemplarGuard_01,Lord Abernache,Male,"Lord Esmeral Abernache, an educated nobleman, a self-interested profiteer with a sense of style. ez-mare-all ah-bear-nashh

Has a very light french accent",Has a very light french accent,French,Human,,,Medium,Peter22k_HQ,,,2A,False,True,
28966dda-7989-5982-af16-4c1a3f3b457b,,SeekerFortress/See_nightmare_01_orlesian_nobleman_01,,Orlesian Noblewoman,Female,An Orlesian Noblewoman. A shrewd politician.,,French.,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
33026f7f-d1e2-2eba-64af-908f4d242144,,SeekerFortress/See_nightmare_01_inquisition_messenger,,Inquisition Messenger,Female,A messenger for the Inquisition. Respectful and loyal to the player.,,British,Human,,,Minor,Heather22k_HQ,,,19,False,True,
0acc07b0-03b2-3fce-9b1c-0bd723e28746,,SeekerFortress/gc1_gc1_veteran_collect_01,,Knight-Lieutenant Abrahas,Male,"A veteran soldier, sergeant used to barking orders, not an officer. ""Working soldier."" Devout.",,Standard British,Human,,Holy Knight,Minor,Graham22k_HQ,,,28,False,True,
e67001a7-fa9c-4d43-85e2-6ce53c2691e9,,SeekerFortress/gc1_gc1_veteran_collect_02,,Knight-Lieutenant duBois,Female,"A veteran soldier, sergeant used to barking orders, not an officer. ""Working soldier""",,French,Human,,Knight,Minor,Rachel22k_HQ,,,28,False,True,
19809c9b-f49f-6e1d-e677-253a62f4b289,,SeekerFortress/See_nightmare_01_inquisition_soldier,,Inquisition Captain,Male,A captain of the Inquisition. A soldier loyal and respectful to the player.,,French,Human,,,Minor,Peter22k_HQ,,,19,False,True,
3281a1cd-da98-2e6c-e38b-45e781d4794a,,SeekerFortress/See_nightmare_01_inquisition_follower_02,,Inquisition follower 02,Male,"A loyal member of the Inquisition, dedicated to the cause.",,British,Human,,,Minor,Ryan22k_HQ,,,1E,False,True,
c80e5d30-91d5-9cce-adc0-95332cf1a462,,SeekerFortress/See_fighting_templar_03,,Fighting Templar 3,Male,A templar. A professional rank-and-file soldier.,,British,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
fe20fea8-6181-d9cc-baa0-ab26a072c9a2,,SeekerFortress/See_nightmare_01_inquisition_soldier_02,,Inquisition Follower,Female,A loyal member of the Inquisition,,British,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
58044e4b-9c91-3b2a-5045-b4042ed3a889,,SeekerFortress/See_nightmare_01_orlesian_diplomat_01,,Orlesian diplomat,Male,A seasoned Orlesian diplomat.,,French,Human,,,Minor,Graham22k_HQ,,,2D,False,True,
59240dd9-5c4c-c762-c7b8-72d895440e55,,SeekerFortress/See_nightmare_02_prisoner_01,,Imprisoned Chantry Mother,Female,A chantry mother being held prisoner by a corrupt Inquisition. Feeling outraged and helpless by your unjust imprisonment.,,French,Human,,,Minor,QueenElizabeth22k_HQ,,,2D,False,True,
596d5c1b-08d2-b5af-f962-93305e48da97,,SeekerFortress/See_nightmare_02__inquisition_jailer_01,,Inquisition Jailer 01,Male,A jailer for the Inquisiton. Unsympathetic toward the prisoner he's guarding.,,British,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
a7cfdc0f-3c5b-9a6f-c391-798a26788f0d,,SeekerFortress/See_nightmare_03_orlesian_soldier_05,,Orlesian Soldier 5,Female,A seasoned Orlesian soldier in a panic because demons are invading her homeland.,,French,Human,,,Minor,Tracy22k_HQ,,,14,False,True,
70744ddb-5302-6800-a585-633611bb3682,,SeekerFortress/See_nightmare_03_orlesian_soldier_06,,Orlesian Soldier 6,Female,A seasoned Orlesian soldier in a panic because demons are invading her homeland.,,French,Human,,,Minor,Heather22k_HQ,,,1E,False,True,
37bb723e-066b-448c-fdee-497cbaa6cf15,,SeekerFortress/See_noble_friend,,Lord Childebert,Male,"An Orlesian noble. Even tempered, pleased to see his friends.",,French,Human,,,Minor,Graham22k_HQ,,,2D,False,True,
9b0caabc-c347-4adc-ec91-66bc632832b1,,SeekerFortress/See_nightmare_02_inquisition_jailer_02,,Inquisition Jailer 02,Female,A jailer for the Inquisiton. Unsympathetic toward the prisoner she's guarding.,,British,Human,,,Minor,Heather22k_HQ,,,28,False,True,
d3daafce-5ad4-aad3-7621-3abf43179703,,SeekerFortress/See_nightmare_02_prisoner_02,,Imprisoned Nobleman,Male,"An unjusty impirsoned nobleman. Haughty demeanor, frightened underneath.",,British,Human,,,Minor,Graham22k_HQ,,,2D,False,True,
c1beb891-11e1-564f-868a-e60714673548,,SeekerFortress/See_nightmare_03_orlesian_soldier_3,,Orlesian soldier 03,Female,A seasoned Orlesian soldier in a panic because demons are invading her homeland.,,French,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
d13efb26-2f95-13fa-5441-ad77ee594dc5,,SeekerFortress/See_nightmare_03_orlesian_soldier_4,,Orlesian Soldier 04,Male,A seasoned Orlesian soldier in a panic because demons are invading his homeland.,,French,Human,,,Minor,Ryan22k_HQ,,,14,False,True,
7e4400be-07d5-4586-8724-21d4822957c3,,SeekerFortress/See_nightmare_03_orlesian_soldier_01,,Nightmare Orlesian Soldier 1,Male,An Orlesian soldier in a panic because demons are invading his homeland.,,French,Human,,,Minor,Tyler22k_HQ,,,12,False,True,
033d308b-d570-408c-be89-b430a398ff77,,SeekerFortress/See_nightmare_03_orlesian_soldier_02,,Nightmare Orlesian Soldier 2,Male,A seasoned Orlesian soldier in a panic because demons are invading his homeland.,,French,Human,,,Minor,Micah22k_HQ,,,2D,False,True,
a538afe2-263e-3f6a-909d-0e472d6c4661,,SeekerFortress/See_nightmare_02_prisoner_04,,Hopeless Man,Male,A man weeping to himself in a jail cell.,,British,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
9219833f-3979-9747-85d8-dc5039f058b7,,SeekerFortress/See_orlesian_noblewoman_02,,Austere Noblewoman,Female,An imperious Orlesian noblewoman. Cool and precise.,,French,Human,,,Minor,Tracy22k_HQ,,,1E,False,True,
25bcd97f-a01c-b82e-13bf-44d10c2a8654,,SeekerFortress/See_orlesian_nobleman_01,,Stern Duke,Male,"An Orlesian nobleman of importance. Stern, hates people wasting his time.",,French,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
ebcc052c-ec8d-4fa7-847c-77cf2ef8898e,,SeekerFortress/gc1_valc_siege_noble_02,npc_gc1_TemplarGuard_01,Lord Pontival,Male,An older educated nobleman heading a group of bodyguards on a grand adventure. A bit past his prime.,,French,Human,,,Minor,Graham22k_HQ,,,36,False,True,
5812c5a8-828f-8df3-883c-701b05445323,,SeekerFortress/See_courtyard_templar_06,,CuriousTemplar,Female,"Templar knight. A professional soldier, used to following orders and wading into battle. Deeply curious about the player - you've heard rumors he/she has been chosen by god to lead the world out of darkness.",,British,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
824c7bd4-fcff-92a2-71fe-04cab1ea3e34,,SeekerFortress/See_orlesian_noblewoman_03,,Regal Countess,Female,"An Orlesian nobleman. Imperious, used to getting your way.",,French,Human,,,Minor,QueenElizabeth22k_HQ,,,19,False,True,
a311e683-f5fb-4408-891b-e10ee9c53d85,,SeekerFortress/gc1_valc_attache_01,npc_gc1_TemplarGuard_01,Attache Humbold,Male,"An educated nobleman serving as attache and gobetween during tense negotiations. Clinging to proper protocol, as that is his best chance for survival.",,French,Human,,,Medium,PeterSad22k_HQ,,,2A,False,True,
f925006c-4b61-2cb9-8424-692d7f393bfa,,SeekerFortress/See_orlesian_noblewoman_01,,Insistent Noblewoman,Female,"An Orlesian noblewoman. Haughty, sure of herself. Speaks her mind.",,French,Human,,,Minor,Lucy22k_HQ,,,28,False,True,
def64a6b-a8da-c31e-6038-8b7247193439,,SeekerFortress/See_courtyard_templar_01,,Bewildered Templar,Female,A Templar from Ferelden. A professional soldier.,,British.,Human,,,Minor,Heather22k_HQ,,,1E,False,True,
58a3f25f-c676-6bf9-4640-6c26bbeeb909,,SeekerFortress/See_courtyard_templar_02,,Scornful Templar,Female,,,British,Human,,,Minor,Rachel22k_HQ,,,19,False,True,
2315a0c8-a0f5-783b-5fe8-208e2fbd65c0,,SeekerFortress/See_courtyard_templar_03,,Worried Templar,Male,A templar knight. A professional soldier.,,British,Human,,,Minor,PeterSad22k_HQ,,,19,False,True,
196695dc-038d-2a5c-44ba-56eb986a463a,,SeekerFortress/See_courtyard_templar_04,,Veteran Templar,Male,A professional soldier,,French,Human,,,Minor,Micah22k_HQ,,,32,False,True,
34558d2a-6c7f-9ce3-3f42-1e3dd27af6b2,,SeekerFortress/See_courtyard_templar_05,,Cautious Templar,Male,A professional soldier.,,French,Human,,,Minor,Graham22k_HQ,,,28,False,True,
15d88df1-f9e1-8538-80eb-f3671cd819b3,,Adamant/ada_Warden_guard,,Warden Guard,Male,"A young, inexperienced Grey Warden, left on guard duty.","Blustering, trying to sound more experienced than he is.",Low class British,Human,,Young soldier.,Minor,Ryan22k_HQ,,,19,False,True,
Ebx da3/DesignContent/Characters/Adamant/ada_doubtful_warden [d94f7382-f9bf-aea8-e612-13d2f13e6a48,,,,,Male,,,,,,,,,,,,,,
9198f9e6-fc1d-faaf-8e85-881eb8de975f,,Adamant/ada_inquisition_soldier,,Adamant Inquisition Soldier 1,Male,"An Inquisition soldier, loyal and profesional, serving during the siege of Adamant.",,Standard British,Human,,,Minor,Ryan22k_HQ,,,14,False,True,
Ebx da3/DesignContent/Characters/Adamant/ada_fad_divine [095a8efe-6913-7d94-e1bf-9c11489df285,,,,,Female,,,,,,,,,,,,,,
6471a612-18d5-a40f-8d07-3bce1314261a,,Adamant/ada_fad_puzzle_divine,,The Divine Adamant Fade Puzzle,Female,"This is a memory of the Divine that plays in the Fade, like a recording.  It should sound just like normal Divine Justinia. Any lines that need processing will be marked in text.",,Orlesian,Human,An elderly woman. Dressed in the garb of the Divine.,,Minor,QueenElizabeth22k_HQ,,,32,False,True,
01678568-303f-482e-9a30-3d3dd7c7d799,,Adamant/ada_fad_divine_spirit,Spirit Divine,Spirit Divine,Female,"A glowing representation of the Divine-- the woman who was the pontiff of the Chantry until she was killed in the Prologue by the great blast. Or was she? Whether this representation is just a spirit pretending to be her or the Divine's actual ghost is unclear. In the plot, she acts as the kind and compassionate guide for the player through the dream world of the Fade.

Light processing on her lines -- she should be ever so slightly unearthly, but not totally obvious, like a ghost or demon. Visually, she will have a VERY faint aura, enough to debate, not enough to make it obvious.","The Divine is the pontiff of the Chantry, a woman who is pious, compassionate and kind. We should hear this in her voice.",French,Human,"A glowing representation of the Divine. She looks just like the Divine that was killed in the Prologue, but she looks to be a being of light now.",,Medium,Rachel22k_HQ,,,32,False,True,
f3bef7dd-23b3-daf4-4363-4a6d9a48006a,,Adamant/ada_warden_commander,,Warden-Commander Clarel,Female,"A grim, hard woman. She's been with the Wardens for a good long time and will do ""whatever it takes"" to stop the Blight. She is intelligent, passionate, loyal to her people, and unwilling to put up with anyone who appears to be challenging the authority of the Wardens.",Strong. Blunt. Grim.,French,Human,Strong middle aged woman.,,Medium,Deepa22k_HQ,,,28,False,True,
a541434b-dc4b-432b-6496-517f3ab355dc,,Adamant/ada_orl_warden1,,Grey Warden,Male,Generic Grey Warden.,"Gruff, blunt.",Standard British,Human,,Gruff Warrior,Minor,Ryan22k_HQ,,,1E,False,True,
e9ca576d-cbb9-37e1-dd9a-6aaf1634a2ae,,Global/HUBs/wild_inquisition_camp_scout,,Lead Scout,Female,Scout found at Inquisition camps once they've been established. Provide directions to local content to the player.,,British,Human,,,Minor,Deepa22k_HQ,,,1E,False,True,
c743b1e3-a5b0-ff9a-2c13-dc2eb543a2df,,global/outpost/global_travelling_merchant,,Travelling Merchant,Male,A travelling merchant.,,Standard British,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_wild_m_3 [509c22bc-8182-4068-84aa-c84a0ad42361,,,,,Male,,,,,,,,,,,,,,
fbc45b2b-01b8-4642-ba06-bf0b19cf5b93,,Global/Enemies/gen_red_templar_guardsman_m,,Red Templar Guardsman,Male,This is the soundset character for male red templar guardsmen.,,English,Human,,,Minor,Ryan22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_wild_m_1 [6ed5d23a-d20c-46f8-b457-3aced7ee1ce5,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_f_3 [a8a9bc1f-e652-433a-913b-a0c5f91d698c,,,,,Female,,,,,,,,,,,,,,
83f79709-fb03-4c0d-af4f-addaf469a079,,Global/Enemies/gen_red_templar_archer_m,,Red Templar Archer,Male,This is the soundset character for male red templar archers.,,English,Human,,,Minor,Peter22k_HQ,,,00,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dwarven_m_1 [7914ec39-c000-441b-ab1b-f8b5c166e2be,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_f_2 [bc3e5647-0f87-45bc-b2ec-dc6a91a05b43,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dwarven_m_3 [d77edc42-e91b-4923-889d-f9a3fc7cc811,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_m_1 [a5e66f6f-f0ed-469a-b5ac-06202ad69d45,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_f_1 [4e5782a9-2e75-402d-8942-9cc186579a75,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_orlesian_m_3 [9cedcc5f-d01c-466c-9605-20d4b127c499,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_orlesian_m_2 [8c908047-0769-4e1a-88e6-0a55ff69a503,,,,,Male,,,,,,,,,,,,,,
79147d1b-28bf-4792-a3f4-0c01e31ad48f,,Global/Enemies/gen_venatori_archer_m,,Venatori Archer,Male,This is the soundset character for male venatori archers.,,Tevinter,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_orlesian_m_1 [0c559b6a-642c-42a9-aaff-c3d74c3245fa,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_f_2 [c9c8da53-212f-41ec-8741-f0a25f561d96,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_f_3 [dc15c775-a940-4e99-b323-3c1f9c4208f4,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_f_1 [b491813b-9e94-4b89-a4b9-70c421b40920,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_wild_f_2 [6100e1e5-dbe6-4735-8a05-c7a63df02b7a,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_wild_f_3 [a97a4a02-c3fe-45cf-9081-55dea23fb4a5,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_red_templar_f_2 [86c50519-0551-4af5-b015-c9a2e8ee9a74,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_m_2 [9f113b64-ed1f-4d63-9e90-5dca093589f2,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dwarven_f_1 [7dbdf95c-62d3-41a1-9d6c-e52803580f18,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_m_3 [142f9703-a4c8-4a74-a73d-3c3c1705a9a2,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dalish_m_1 [0a4797a9-4533-45ec-9247-fdcd497a8ed2,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_dwarven_f_3 [9142d3e0-b075-4577-9478-e6ce04f7019f,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_orlesian_f_3 [9cf06ecb-7077-4fe9-8547-f967a1440ce1,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_orlesian_f_1 [d3d3832f-6f21-4f62-ba3f-b9ba84203ea1,,,,,Female,,,,,,,,,,,,,,
2ab9515e-6490-4bd6-8f00-65a4e9aa1c90,,Global/Enemies/gen_venatori_bruiser_m,,Venatori Bruiser,Male,This is the soundset character for male venatori bruisers.,,Tevinter,Human,,,Minor,Ryan22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_m_3 [b8991ed1-ce87-4d3e-bbfb-c1c4ff49f000,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/global/Enemies/gen_ferelden_m_2 [38ef8495-6f33-4b8a-9d73-1e60f5074391,,,,,Male,,,,,,,,,,,,,,
f105b8fe-37e1-4c95-bb9c-8667e002a003,,Global/Enemies/gen_venatori_mage_m,,Venatori Mage,Male,This is the soundset character for male venatori mages.,,Tevinter,Human,,,Minor,,,,28,False,True,
Ebx DA3/designcontent/Characters/global/Enemies/gen_red_templar_f_1 [359b2ad7-9c7e-4751-ae3f-3ea97e80a835,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Global/Ambient/amb_cache_soldier_orlesian [f5ac1836-927b-4d7b-ee5f-9bc8e8182c41,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Global/Ambient/amb_cache_soldier_ferelden [4418283b-6f4a-a6f1-da7e-a40e61f4e8e3,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Global/outpost/global_travelling_merchant_2 [ca6e3ac9-8bb9-cbde-5533-ae985825b144,,,,,Female,,,,,,,,,,,,,,
1f5afe54-1eaa-0bf4-92bb-4a48b128dfa7,,TheDales/Main/td_wild_main_camp_empress_footsoldier_02,,Footsoldier Ghis,Male,"Soldier fighting for his Empress, who's gently mocking his comrade.",,French,Human,Soldier for Empress Celene (appropriate garb),,Minor,,,,1E,False,True,
e13a456d-8f6e-4e6c-83de-635d1a155076,,Halamshiral/ham_elf3,,Elven ambassador 3,Male,One of the elven spies assisting Briala.,,French,elf,,,Minor,Ryan22k_HQ,,,1E,False,True,
71698a4c-0ef0-485f-af6e-b76e4e76d918,,Halamshiral/ham_arguing_couple_2,,Arguing Couple 2,Male,A minor nobleman attending the ball with his lover.,,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
ca21ace1-868f-4f28-8305-2d9c8b6839f8,,Halamshiral/ham_overheard_servant4,,Footman 2,Male,A servant working during the ball.,,French,elf,,,Minor,Tyler22k_HQ,,,1E,False,True,
f16a1a07-08a9-4d4e-b871-cdba965ffac2,,Halamshiral/ham_gossip_guard_2,,Gossip guard 2,Male,A guard in the palace chatting with a fellow guardsman. He's pissed that someone has breached their security.,,French,Human,,,Minor,Graham22k_HQ,,,2D,False,True,
7a97c3c0-79b0-42cf-a3fe-addfdc192ced,,Halamshiral/ham_elf6,,Elven agent 2,Female,One of the elven spies assisting Briala.,,French,elf,,,Minor,Heather22k_HQ,,,1E,False,True,
1c8c0764-39bd-fe43-9de5-7559c9552a25,,Redcliffe/red_castle_herald,,Redcliffe Castle Herald,Male,A herald who announces the player's arrival at Castle Redcliffe.,Grandiose.,Standard British,human,,,Minor,Graham22k_HQ,,,1E,False,True,
99d0a265-5ac5-6026-bb81-0eff2a4826c2,,Redcliffe/red_felix,,Felix,Male,"A friend of Dorian's, and Alexius' only son, Felix is trying desperately to stop his father and save him from the cult he's joined.",,British,Human,,,Minor,Ryan22k_HQ,,,19,False,True,
Ebx da3/DesignContent/Characters/Redcliffe/Minor/red_safehouse_mage_f1 [db6f6618-36ea-3d02-b4fb-049624a7c99a,,,,,Female,,,,,,,,,,,,,,
67244542-8548-0c24-5994-1a88c49e6031,,Redcliffe/red_post_plot_villager,,Redcliffe Villager,Male,A villager in Redcliffe.,,Standard British,Human,,,Minor,Peter22k_HQ,,,28,False,True,
6548c84a-c3f4-4a6e-bef9-8300f93a9032,,Redcliffe/red_post_plot_villager_2,,Redcliffe Villager 2,Female,A villager in Redcliffe.,,Standard British,Human,,,Minor,Heather22k_HQ,,,28,False,True,
Ebx da3/DesignContent/Characters/Redcliffe/Minor/red_safehouse_mage_m1 [7607078a-3333-ba56-a61e-c19aca6b111b,,,,,Male,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/Redcliffe/Minor/red_safehouse_mage_m2 [e75b3d7e-2840-0e09-366f-14e3d31788bc,,,,,Male,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/Redcliffe/Minor/red_safehouse_mage_f2 [0e187ff5-614e-403c-1aa1-0ee7479b3e4b,,,,,Male,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/Redcliffe/red_connor [62ad7698-df90-8d5a-e62e-913eaf83a69f,,,,,Male,,,,,,,,,,,,,,
93cfeaba-f86e-98f2-ed39-e34fcd133ab3,,Redcliffe/red_mother_eglantine,,Revered Mother Eglantine,Female,"A middle-aged Chantry priest who is a mage supporter. She is tough, but kind.",,British,Human,,,Minor,QueenElizabeth22k_HQ,,,28,False,True,
778e528b-42eb-d1cd-c14a-49c291cfdc77,,Redcliffe/red_gate_guard_1,,Redcliffe Village Guard,Female,The officer in charge of a group of guards holding the gates of Redcliffe village against a Fade Rift.,,British,human,,,Minor,Heather22k_HQ,,,28,False,True,
cf39abb2-42ca-143e-bf56-62dbb9ff2eac,,Redcliffe/red_talwyn,,Talwyn,Male,An older mage who voted against seceding from the Chantry and has had to live with the aftermath of a decision he disapproved of.,,British,Elf,,,Minor,Ryan22k_HQ,,,28,False,True,
Ebx DA3/designcontent/Characters/Redcliffe/red_inquisition_soldier [a7208db0-fa68-7fe0-8fd3-a88698eab76e,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Redcliffe/red_tranquil_vendor_clemence [04db369f-0864-65aa-4436-472609f7ad9a,,,,,Male,,,,,,,,,,,,,,
8b4bfb13-d884-43ca-d70d-235e145d360c,,Redcliffe/red_tevinter_torturer,,Tevinter Torturer,Male,A sadistic torturer for Magister Alexius.,,Standard British,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
fdeb4ab9-38ec-4a56-8af2-a16ca2b72686,,Redcliffe/red_venatori_guard_2,,Venatori Guard 2,Male,A Tevinter cultist in the service of Magister Alexius.,,Standard British,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
cb0c52ba-74a4-fc15-14b5-9b7aa63c4bf0,,Redcliffe/red_venatori_guard,,Venatori Guard,Male,A Tevinter cultist in the service of Magister Alexius.,,Standard British,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
7dd685b0-230f-b2bd-383b-66d50df62a82,,Redcliffe/red_anora,,Queen Anora 2,Female,"Queen Anora from Dragon Age Origins, if left as sole queen or married to Alistair.",Elegant and precise.,Standard British,human,,,Minor,Lucy22k_HQ,,,23,False,True,
71afbdee-8b00-7f16-43b2-779a4ca1027c,,Setback/setback_soldier_f_01,,Setback Soldier Female 01,Female,The tactitian soldier who mans and maintains the trebuchets. Calm under pressure.,,Standard British,Human,,,Minor,Tracy22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/Setback/setback_soldier_m_01 [296cf55b-03c2-a737-b862-fccf3f753451,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Setback/setback_rescue_soldier_01 [3dd79732-0f92-c4c2-da4c-19472c82da3d,,,,,Male,,,,,,,,,,,,,,
