CharName,Line,LastNamedChar,LastButOneNamedChar,location
UnknownChar615,"But before I get to that, is it true that you're Aifread's granddaughter?",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar616,That's the rumor I heard. ... Is it true?,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar617,That must mean it is.,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar618,"In that case, I can't help you out.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar619,"If I did business with the grandchild of a traitor, it would hurt our guild's reputation.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar620,"I have nothing against you personally, but for those of us who live by the guild oaths, Aifread's behavior is unforgivable.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar621,I don't want to have anything to do with someone who goes around saying they're related to him of their own free will.,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar622,Don't show yourself before our guild ever again.,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar623,"Don't go thinking you're being treated unfairly here. If you pull something against our guild out of resentment, you'll have hell to pay.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar624,"If you think World's Cellar is nothing more than a simple surveyor's guild, you've got another think comin'.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar625,"I wonder about that ... Anyway, the blood of a coward who attacked a ship while pretending to guard it runs through your veins.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar626,I'll never be able to know what's going through your head.,Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar627,"And you. I don't know if you're really her husband or what, but if I were you, I'd keep my distance from her.",Patty,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_025
UnknownChar628,"Hello. Welcome to the desert oasis, Mantaic.",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar629,"Well, ummm ... ",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar630, ... ,Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar631," ... Will, will you be staying the night?",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar632,"Oh, so it's you who wanted provisions for going into the desert.",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar633,"You know, it's ... ",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar634,"Oh, I see ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar635,"In that case, I'll get your provisions together before you set out.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar636,Your stay will cost 400 Gald. Is that okay?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar637,Have a nice stay.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar638,Come back when you need to rest.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_040
UnknownChar639,"Umm ... I don't know your reasons for going out into the desert, but ... ",Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar640,It would really be a good idea for you to stay in town ... ,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar641,"I see. Well, as I promised ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar642,"It's the least I could do. I'm giving that to you, so don't hesitate to use it as much as you like.",Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar643,Go out and turn right where the road forks. You'll find a lake at the end of the road.,Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar644,You'll be able to fill up your canteens there.,Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar645, ... That was a supervisor. The knights are here to make sure that townspeople don't talk freely to visitors from outside of town.,Karol,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar646,"I don't understand the reasons, but it's on the magistrate's orders. People other than merchants like myself aren't allowed out of their houses.",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar647,"There was no magistrate in this town until recently, and then finally he arrived ... ",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar648,Yes.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar649,The Imperial Knights have started to move into Nordopolica of late.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar650,It seems they may've already gone in to arrest Belius.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar651,"The appointment of a new imperial magistrate to our town seems to be related to that, as well.",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar652,They say that Belius had something to do with engineering the Great War behind the scenes.,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar653,That's what they're saying in town.,Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar654,"Well, I don't think the empire will be able to do much so long as Palestralle's there, but ... ",Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar655, ... ,Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar656,Thank you very much for your business!,Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_060
UnknownChar657,Stop it! Let go!,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar658,Bad boys and girls that break curfew must be punished by the magistrate!,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar659,"No way, we're going to look for Mommy and Daddy ... !",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar660,"Stay out of this, stranger!",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar661,"Hey ... wait, aren't you ... ",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar662,My deepest apologies ... !,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar663,Thanks for saving us from those bad guys!,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar664,My name is Alph! My sister's Layla.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_290_070
UnknownChar665,"Oooo ... It's, it's you ... ",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_050
UnknownChar666,"Ohh ... my wife, where's my wife ... ",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_050
UnknownChar667,W-water ... ,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_050
UnknownChar668,(Gulp) I can feel the life coming back into me ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar669,"Oh, that really hit the spot!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar670,Thank you so much!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar671,"We're alive, thanks to you ... You're our saviors!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar672,(Huff) Is that ... all you have?,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar673,I wish you had more ... ,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar674,But ... thank you.,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar675,"We've been saved, thanks to you.",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar676,Wh-where's the water?,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar677,I-is this all you have?,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar678,"Oh ... I'm sorry ... Thanks to you, we were saved from certain death in the desert.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar679, ... This is really all the water you have?,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar680,"Honey, please ... ",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar681,I'd like to thank you for saving us ... but I'm afraid I don't have anything with me that I could give you ... ,Rita,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar682,"No, that simply won't do.",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar683,"Please, come to Mantaic so that I can pay you back for what you've done.",Yuri,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar684,"Y-yes, yes, we are!",Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar685,Did you see our children back in Mantaic ... ?,Judith,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar686,Oh ... This is terrible. We have to go back to them ... ,Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar687,"Well, we ... that is ... No, I guess ... we can't.",Judith,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar688,A bird ... in this desert?,Estelle,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar689,Y-yes ... ,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar690,"Y-yes, okay.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_300_060
UnknownChar691,That box ... ,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar692,Longchi had it ... Where did you get it?,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar693,Of course ... ! You know about the Atherum too?!,Raven,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar694,Did you see Longchi?,Raven,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar695,"Oh, Longchi is my love. ... I'm sorry to suddenly get so personal.",Raven,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar696,"Oh, I see ... ",Karol,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar697,"Oh, my name is Yuefan.",Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_030
UnknownChar698,"Yes. Thanks to your help, we've recovered our strength.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_070
UnknownChar699,"We were thinking we'd cross the desert with you all. That is, if you don't mind.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_310_070
UnknownChar700,"But while we're gone, the children ... !",Cumore,Patty,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar701,"Please, don't make us go!",Cumore,Cumore,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar702,That's just how we were sent into the desert.,Cumore,Cumore,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar703,"Sir Cumore, everyone is aboard!",Cumore,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar704,What? M-me ... ?,Cumore,Cumore,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar705,"Sir Cumore, please, I beg of you! I have a wife and daughter ... ",Cumore,Cumore,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar706,"I suppose we'll be on our way, then ... ",Raven,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar707,Thank you again for all your help.,Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_010
UnknownChar708,Ohh ... ! You've returned safe from--!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_020
UnknownChar709, ... W-welcome back.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_020
UnknownChar710,You must be tired. Please enjoy your stay.,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_320_020
UnknownChar711,"Ah, are you going to the Weasand of Cados?",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar712,The Imperial Knights have sealed off passage through Cados.,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar713,It's not just here -- they've set up blockades at all of the routes through the mountains.,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar714,"I don't know all the details, but I heard that it has something to do with some danger in Nordopolica.",Rita,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar715,"I wish I could help, but they wouldn't even let me through, and I have a travel permit.",Estelle,Rita,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar716,Yes.,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar717,"Right, but the Imperial Knights wouldn't let me go any further.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar718,"I'm going back to Mantaic, since there's no way to get around them.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_010
UnknownChar719,Wh-what the hell!,Raven,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_020
UnknownChar720,Stop it! Settle down!,Raven,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_020
UnknownChar721,"What the-- Come back, you!",Raven,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_330_020
UnknownChar722,"Hey, you hear about the blastia in the lower quarter?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar723,"Yes, I heard something about it breaking and them collecting money to fix it.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar724,"That's right, I hear that lot went so far as to sell their treasures to save up the money.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar725,"Treasures, sir?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar726,"Worthless junk, nothing more. They wouldn't have gotten more than one Gald for them.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar727,"Not even one Gald?! I can't imagine what sort of treasures those would have to be. I'd like to have a look, myself ... ",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar728,"I'm telling you, nothing but junk! Heh heh ... ",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar729,Ack!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar730,What the ... Who's there?!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar731,Oof!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_010_030
UnknownChar732,Who's there?!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_030
UnknownChar733,You again!,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_030
UnknownChar734,How'd you get away?! You little ... Get over here!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_030
UnknownChar735,Why don't we just go back?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar736,I can't go back now!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar737,"This is for your own good, Miss, you know that.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar738,"As for the “incident”, we assume full responsibility and will inform the lieutenant ourselves.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar739,How can you say that when you haven't done anything to help me?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar740,"Please, don't come any closer.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar741,"Now, now, why don't you put that down? You'll only end up hurting yourself ... ",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar742,I know how to use a sword!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar743,I'm afraid you leave us no choice. I was hoping it wouldn't come to this.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar744,Hey! There she is! This way!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar745,"Please, you've got to let me go!",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar746,I have to warn Flynn!,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar747,Aaah!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar748,Hey!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar749,Flynn?! You came to help me ... ?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar750,W-who are you?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar751,Identify yourself!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_030_040
UnknownChar752,"Hey there, Raven!",Raven,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar753,"Your friend, there ... that's, uh, that's the little guild-hopper, right?",Raven,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar754,"Ohh, Brave Vesperia, huh? So what business does your guild have with us?",Karol,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar755,Yeah. Looking for a job?,Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar756,"Well, let's see ... this is about all I've got at the moment ... ",Judith,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar757,Should be just about right for one of your first jobs.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar758,It pays 4200 Gald.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar759,Huh? You're unaffiliated?,Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar760,"Okay, so with the 30% finder's fee, that brings your take down to 3000 Gald.",Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar761,What do you think? You want it?,Raven,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar762,All right. Now go talk to the client. They'll fill you in on all the details of the job.,Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar763,Yu's a guy who usually hangs out around the bridge near the entrance of town.,Yuri,Raven,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar764,Okay. Feel free to stop by whenever you need work. I should be able to hook you up.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar765,What do you say to that job I told you about last time?,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_020
UnknownChar766,"Yes, I'm Yu Seron.",Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_030
UnknownChar767,Are you from the Union ... ?,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_030
UnknownChar768,A fiery soul into a sea of flames.,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0011_040
UnknownChar769,"Well, look who it is. Here for more work?",Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar770,"Let's see, a job I could give to you guys ... ",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar771,How's this?,Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar772,"So, you already know the client?",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar773,It pays 4500 Gald. So? You gonna take it?,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar774,It should go pretty quick since you already know the client. You'll find her in the inn.,Yuri,Judith,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar775,Okay. Let me know whenever you feel like doing some more work.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar776,Okay. Feel free to stop by whenever you need work. I should be able to hook you up.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar777,"Oh, the job I mentioned last time is still open. You want it?",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar778,It should go pretty quick since you already know the client. You'll find her in the inn.,Raven,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_010
UnknownChar779,"Yes, I'm Rhianna Kale. Who are all of you?",Judith,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_0012_020
