name,gender,offer,accept,refuse
M0B00Y15#_qgiver_,male,"I am _qgiver_. I have a relatively menial job, if you are willing to take it. Actually, some members prefer these jobs because they pay just as well as the more difficult ones. A house here in town has infested by giant rodents. The wife claims they are rats, the husband claims they are bats. Either way, they want them gone. Are you interested?",The bats have infested _house_. Go there and kill them all and you'll get your pay. I can only give you one day to finish this one.,Obviously you have no love for the Fighter's Guild. I will make sure to tell them what you really think.
M0B00Y16#_questgiver_,male,"Howdy, %pcf. If you got a few days free, a job just came in for some giant-killin', and I thought of you. Interested?","Right. Seems there's this giant, moved into ___mondung_ a while back and has been having a fine old time feastin' on _dummy_'s sheep in the area. Ate a few of the local villagers too, I guess, but old _dummy_ don't seem so concerned about that. At any rate, %g wants this giant taken care of within =qtime_ days, and %g's payin' _gold_ gold for it. See ya in a bit.","Too busy, eh? When I was your age, I was never too busy to off a giant or two. Kids these days, I tell ya."
M0B00Y17#_questgiver_,male,"%pcn, isn't it? Just who I was looking for. We have a rather interesting job, requiring a bit of brains rather than brawn. Are you interested?","Here's the situation. Seems _dummy_ has this pet sabertooth tiger -- don't ask -- and it ran off a few days ago. %g had it tracked to ___mondung_, but now we need someone to go in there and bring it out. Alive. The trick is that it's been trained to respond to this bell. The tiger should become docile if you ring the bell in its face. Of course, _dummy_ did say it isn't trained too well -- are you surprised? -- so you may have to smack it upside the head once or twice to get its attention. Just don't kill it, OK? Bring it back to _dummy_ at __dummy_ in one piece within =qtime_ days, and %g'll pay you _gold_ gold. Good luck.","Yeah, you're right, I did say this job needed brains didn't I?"
M0B11Y18#_questgiver_,male,"%pcf, I have an important mission that will require the utmost discretion. I can't tell you more unless you agree to help me. What do you say?","An old friend of mine is in grave danger, and needs an escort who is handy with a blade and can keep a secret. Naturally, I thought of you. _target_ will meet you at 10:00 tonight at _targethouse_. %g will tell you more when you arrive. I would come with you, but since I am known as %g3 friend, I might lead %g3 enemies to %g2. Watch your back on this one.","%oth, I had expected much more of you."
M0B1XY01#_questgiver_,male,"I like you, kid. This assignment ain't for just anyone. Seems there's a flock of flyin' carnivores -- harpies -- who are making a bunch of travelling merchants real nervous. Will _reward_ gold get you over to ___mondung_ and a little hackin' 'n slashin'?","Okay then. There are five of these beauties in ___mondung_, and they all gotta be dead in =1stparton_ days or no deal. And a word of advice: you get back here in =1stparton_ days but get to ___mondung_ as soon as possible or those harpies are gonna migrate and you'll be outta luck. Okay kid, good luck and get outta here.",Too bad. Seemed pretty like a pretty damn generous deal to me.
M0B20Y02#_questgiver_,male,"Yeah, I got a little job for you. I wouldn't give this to just anyone, but I know you do good work. There's this pack of giants that want killing. Pay is pretty standard, _reward_ gold pieces. You up for it?","Good deal, %pcf. Our client places the giants at their stronghold, ___mondung_. He says there are six of 'em, and he ain't gonna pay unless all six are stiffed, and in =1stparton_ days. Got it, %pcf? Good.","Awright, whatever. Sounded like your kind of thing is all."
M0B21Y19#_questgiver_,male,"How are you, %pcf? If you need work, I've got somethin' for you. Standard protection job. Interested?","All right. The client's name is _victim_, over at _victimhouse_ just up the street from here. %g wants you over there right away. Seemed very agitated, you know the type. %g'll give you all the details when you get there.","Sure, you're lookin' for more high class work these days, right?"
M0B30Y03#_questgiver_,male,"Something's come up. I don't know who else could handle it but you, %pcf. There's this bad critter in ___mondung_, a Daedroth. Now, I ain't lying -- no one knows why it's there, but everyone wants it gone. For _reward_ gold, you think you could handle it, %pcf?","Hey, alright, your funeral, %pcf. Listen, knock off that Daedroth and get back here in =1stparton_ days for your reward. I don't know how long that thing's gonna be around, so you're gonna want to move your ass. And listen to me on this, %pcf -- go prepared for a hell of a fight.","I don't blame you, %pcf. I wouldn't wanna take on a Daedroth either."
M0B30Y04#_questgiver_,male,"Listen, %pcf, if you hadn't already done a bunch of jobs for us already, I wouldn't even suggest this, but there's a job I don't even want to tell you about. It sounds like crying for the moon, and more dangerous. It's offing a lich in ___mondung_. And it only pays _reward_ gold. You're not interested, are you?","Aw, I knew I shouldn't have mentioned it. Listen, if you're really gonna do this, get the best stuff you can get, magic stuff, ebony blades, what have you. This lich has to cross to Oblivion in =1stparton_ days, and you gotta be back here within that time to get your reward. You're unbelievable, %pcf. Good luck. You're gonna need it.",Thank %god you got a little sense left. We'll just let that lich do whatever the hell it wants to do. That's fine with me.
M0B30Y08#_qgiver_,male,"Bit of a rummy domestic squabble, %pcf. Seems that this woman in __house_ has asked that someone rid her place of her husband. The only problem is that he is dead. Are you willing to take this on?","Her husband is a zombie. He hides out somewhere during day. She never sees him in _house_ then. At night he wanders around the place. Put him out of his misery and get back here in =2dung_ days, and it's worth _gold_ gold to you.",Too bad. Normally only the temples get jobs like this. You've passed up a good one %pcn.
M0B40Y05#_qgiver_,male,Some woodsmen have hired the guild to kill a spriggan. Seems the monster is attacking them when they are out in the woods logging. Want to take a hack at it %pcn?,"Two attempted ambushes have failed. The spriggan is just too smart. You'll have to go to its lair, in ___dungeon_. Get back to me within =2dung_ days and I'll have _gold_ gold waiting for you.",Fair enough. Run along. I've got to find someone to take this job.
M0B50Y09#_qgiver_,male,"A certain merchant needs to have a monster, a gargoyle to be precise, dispatched. The pay is a modest _gold_ gold pieces. Can I have your help in this matter?",It seems this merchant hired a wizard to build him a grand mansion. Then the poor fool tried to cheat the mage of his wages. The wizard grew angry and animated one of the stone gargoyles on the new mansion. It has been attacking the merchant ceaselessly. Go out to ___dungeon_ and kill the thing. You've got =2dung_ days to complete the task.,"Hmmm. Not the brave, heroic sort I guess."
M0B60Y10#_qgiver_,male,"We have a new client who wants someone to hunt down an atronach, an elemental golem type critter. The pay is _gold_ gold. Are you interested?","A young dandy what I have sworn to keep unnamed, was screwing around with magic, illegally. Like a melonhead, he up and conjures an atronach. The thing's gotta be destroyed before those Mages Guild blokes find out. The thing fled into the depths of ___dungeon_. If you can do this quest in =2dung_ days, you'll get paid.","You must prefer the low risk jobs, like hunting rats."
M0C00Y11#_qgiver_,male,You can call me _qgiver_. Normally we only give jobs to guild members. But you show promise %pcn. I tell ya what. I got a request to dispose of a giant scorpion. Do that and I'll see if the guild will overlook your reputation. Is that a deal?,"You got guts %pcf, I'll give ya that. Apparently this scorpion escaped from someone's personal collection. Right now it's cornered in _house_. Kill the thing today and I'll speak well of you.",I try to be nice and look what it gets me. Just get outta here.
M0C00Y12#_qgiver_,male,"My name is _qgiver_. I don't like handing out jobs to non-guild members. You seem like the trustworthy sort though. Some poor soul brought home a giant spider's egg that hatched. Seems they mistook it for a silkworm cocoon. The poor slob can't afford to pay us to get rid of it. However, if you take care of it for free the guild looks good and I'll make sure you look good. Are you interested?",This is your shot at the big time. The spider is trapped in _house_. Kill it today and I'll put in a good word for you.,I should have known you were serious about work.
M0C00Y13#_qgiver_,male,"I am _qgiver_. The Fighter's Guild doesn't hand out charity work. If I weren't short on fighters right now, I'd have to send you away %pcn. I do need a fighter to chase off some barbarian that's running wild. Do it for me and I'll make sure everyone knows you're a stand up %ra. Is it a deal?",Get your sorry carcass over to _house_. Run off the barbarian by this time tomorrow and you'll be OK.,You've just make a big mistake %pcn. Don't come looking for work here for a while.
M0C00Y14#_qgiver_,male,"My name is _qgiver_. We only give jobs to guild members. However, from time to time there are jobs that are too menial for fighters of the guild to accept. I have one such job. If you take it, it will show that you really want to be on our good side. What do you say?",Giant rats have infested _house_. There may be as many as half a dozen of them. Go there and kill them all and I'll see what strings I can pull on your behalf. I can only give you one day.,Obviously you have no love for the Fighter's Guild. I will make sure to tell them what you really think.
N0B00Y04#_qgiver_,male,"We need you to get a rare ingredient that is hidden away in a nearby dungeon. You will get a finder's fee of _gold_ gold pieces. Are you interested? // One of our more brilliant students is absolutely mad for something called _ingredient_, which we haven't had much call for before. Would you, if it's not too much of a bother, scurry on over to this particular locale and grab some for us?","An excellent attitude %pcf. You are looking for _ingredient_, which can be found in ___dungeon_. You have =traveltime_ days to bring it back.",Humph. I hope the next guild member is more helpful.
N0B00Y06#_qgiver_,male,"%oth, is there anything more exasperating than the discovery that the mummy wrappings you were planning on using in a potion have gone all sort-of green? I could use the Guild's wrappings, but the recipe specifically calls for ""superlatively fresh mummy wrappings,"" whatever that means. I don't suppose you'd be willing to scare me up some cloth off a mummy I know has more wrapping than it knows what to do with? // Recipes are a daft business, %pct. I'm working on a formula that calls for a ""goodly piece of =mummy_. What is a =mummy_? An herb? A mineral? Well, I've researched the matter and found =mummy_ is a mummy. Imagine that. And this particularly mummy is right here in %reg. Could I talk you into going to its tomb and grabbing a piece of =mummy_ for, say, _gold_ gold pieces?","Jolly good, %pct. It'll be worth _gold_ gold to you. Now this mummy's tomb is not too far away at all, so it shouldn't take you any longer than =queston_ days to get there, make your grab, and get back. Remember, it's got to be fresh -- preferably off its body. The name of the place is something like ___mondung_. It's sure to be gruesome there. You might want to bring a sword or some such thing. Well, good luck, young %ra.","Oh, %oth. I know it's not a swing by the local general store, but I had hoped for a little enthusiasm and adventurous whatnot."
N0B00Y08#_qgiver_,male,"Noble _warrior_ has sponsored the Guild in many of our enterprises, and as we have made enemies, so has %g. We have word from %g2 courier that a witch has cursed %g2 with unending insomnia. A simple Sleep spell would cure %g2 -- perhaps you are willing and able to cast it? I would willingly pay you _gold_ gold. // If you are capable of casting the standard circinate spell Sleep, a friend of the Guild is in need. _warrior_ has been cursed and is in need of that somniferous spell. I can offer you _gold_ gold pieces in exchange for this service.","Very good. Now, I told the courier that we wouldn't use any spell but Sleep on _warrior_. Given %g2 previous experience with cursed spells, you can hardly blame %g2 for this anxiety. You'll find _warrior_ in _castle_ in __castle_. _warrior_ will be the well-armored one. Be certain to be back in =queston_ days, with our friend in sound sopor.","I see. %oth, Sleep is a relatively simple spell. It would probably do you well to learn it."
N0B00Y09#_qgiver_,male,"As the premier research institution in the Empire of Tamriel, the Mages Guild employs a number of mystics and scholars all over the land. If we can get a representative of the Guild over to a place within a reasonable distance of here, the eminent scholar, _scholar_, has agreed to share %g3 research. Would you be available for this? // The Mages Guild of ___qgiver_ has an exciting opportunity to benefit from the work of the renowned researcher and scholar, _scholar_. %g has agreed to donate some of %g3 research to the Guild if we send someone to ___scholar_ to pick it up. Not surprisingly, %g fears Necromancer intervention. I take it that you're as excited about this possibility as I am, %pct?","Grand, just grand. Now, _scholar_ is staying in ___scholar_ in a place called __scholar_ for just a few days. The danger is the Necromancers. Those reprobate spellslingers are interested in getting to _scholar_ and %g3 research. I will give you =queston_ days to get to _scholar_ and back before I send someone else. Good luck.","That's rather disappointing, %pct. If I were in better condition, I'd jump at the chance to meet the great _scholar_. You're wasting your youth, %pct."
N0B00Y16#_questgiver_,random,"%pct, I need someone who can cast the Open spell. Please tell me you have learned this by now.","Well, that's a start. The job I need you for is quite simple. Even a child could probably do it, but here you are. A local merchant, _merchant_, bought an antique chest, but has been unable to get it open. The best locksmiths in __shop_ have tried and failed, so %g has asked us if we can help. Now, we really don't have time for such trifling matters, but the Guild could use %g3 patronage, so I agreed to send someone. From what I am told, it sounds like one of _mage_'s trick boxes. %g made hundreds of them in %g3 day, mainly as gifts for %g3 friends, and they still turn up from time to time, as the workman- ship really is outstanding... where was I? Oh yes, well, the secret to these boxes is that they are almost impossible to open in any way except by the use of the simple, standard Open spell. %g specifically made them resistant to the fancy alternative spells %g3 friends liked to use. Yes, %g tended to waste %g3 considerable talents on jokes like this. A real shame. Well, run along.","Really, you need to devote yourself to your studies if you expect to advance in the Guild."
N0B00Y17#_questgiver_,random,"%pct, I am perplexed. Perhaps you can help me with some research. // Hmm, yes, if the internal azimuthal vectors really do cross at the anterior pole, it should be possible ... eh? Oh, %pct, I didn't see you standing there. But how fortuitous! I need someone to help me with my research. Are you available?","Splendid! You see, I'm working on a particularly thorny problem in theoretical applied magicka, and I need a particular magic _item_. Made by _maker_ %g2- self. By all reports, a masterful little piece of work, but according to my research, impossible. The internal azimuth vectors are such that I cannot reconcile the externally manifested lateral flow lines ... Well, having the piece to study would help me immeasurably, but I have not had much luck tracking it down. The only reference I've come across mentioned a catalogue once held by the library at ... oh yes, nowadays it's known as ___hintdung_. You might also try a colleague of mine, _scholar_. %g is an expert on _maker_. Wrote the definitive biography, although in my opinion ... ah, well, no time to get into that old debate. You'll find _scholar_ in a dank hole called ___scholardung_. I don't see how %g can abide working in such places. Hmm, yes, come back and see me in, say, =time1_ days and report your findings. Yes? Splendid.","Oh, too bad. Now, where was I? Mmm, the azimuthal vectors, right. Let's see..."
N0B10Y01#_questgiver_,male,"Rather embarrassing, but one of our experiments has prematurely evacuated our laboratory. Even worse, it left before it was fed so it's doubtless going to be ill-tempered. Thankfully, it is a disposable creature, a common atronach. On the other hand, we certainly do not need our reputation sullied by a maddened atronach's rampage. If you'd be willing to track the sad beast down and put it out of its, and our, misery, we could offer you, say, _reward_ gold in return. Interested? // Actually, we have had a bit of excitement in this dull old place lately. In a rather routine atronachy class, one of the subjects managed to ... well, the details are not important. What is, is that there's an atronach on the loose in %reg that can easily be traced back to this Guild and our maladministration. You're the type who could end this affair with the minimum of embarrassment, yes?","You will? %oth, what a relief. The miserable creature has apparently taken up residence in a nasty little hole they call ___mondung_. For our reputation's sake, it is essential that this be done quickly and quietly, so if you're not able to dispatch the atronach in =1stparton_ days, don't bother coming back for your reward. Good day.","A pity indeed. Well, I suppose some other fervent adventurer will aid us."
N0B10Y03#_qgiver_,male,"The Mages Guild is in need of someone to guard the magical _treasure_ tonight. Is it feasible that you could do it for us? There's a _potion_ in it for you. // The Guildhall -- how should one put this? In life, I think you'll agree, there are always some people who just ... well, the Guild has always stood for, or, rather, had problems with ... Listen, young %pct, we need a guard. Will you do it?",Be at the Mages Guild by midnight. Your period of guardianship will last until 3:00 in the morning.,No problem. There are always other guild members looking for work.
N0B11Y18#_questgiver_,male,"You are a loyal member of the Mages Guild, are you not, %pct? I have some guild business of the gravest import that I would like you to handle.","Very good. There is a rebel mage that we need eliminated, by the name of _rebel_. A former pupil of mine, showed some promise but lacked the loyalty to the ancient principles of the Guild that are so important to its continued survival. We have learned that %g is currently doing some kind of unsanctioned research over in ___rebelhouse_, apparently oblivious to %g3 danger. You have =qtime_ days to dispose of this menace and report back to me.",Perhaps you are not as loyal as I thought.
N0B20Y02#_qgiver_,male,"I am _qgiver_, servant to the mighty _sleepingmage_. I have been instructed to find guild members to protect %g2 while %g lies in a spell trance. _sleepingmage_ suspects that a rival of %g3 may send assassins to slay %g2 while %g is helpless. %g will give you an ensorcelled _magicitem_ if the assassins are stopped. Will you take up this quest? // It is a very great honor, my dear %pcf, to be selected to aid the famous _sleepingmage_, whom I trust you have heard of before. Yes, %g has specifically asked for you to guard %g2 while %g sleeps. Obviously, a mage of such standing has enemies jealous of %g3 enormous power. I trust you will accept this honor?","As I expected. _sleepingmage_ is just beginning his three hour trance, so you must guard _magesguild_ during that time and protect him while he is vulnerable. At the end of his trance, he will be transported to the Aetherius. Once he is safe, the Guild will send someone with your reward.",Hmmm. Guild members are normally more helpful. I am sure _sleepingmage_ will remember this.
N0B20Y05#_questgiver_,male,"Doubtless, you have heard of the crazed wizard _wizard_. Given the enormous power %g has at %g3 command, %rt %rn has been delaying any offensive move against _wizard_, but that strategy is at an end. The %t has asked us to send someone to destroy the psychopathic mage. In return for a magic _reward_, would you do that for us? // The people of %reg have been demanding that the Mages Guild take a stand against the mad wizard who has been terrorizing the land for some time now. Now, by order of the Archmagister himself, we are doing just that. I know it's hardly the assignment a scholarly institution should give, but would you be willing and able to pay the mad wizard a call and then hack him into pieces?","Excellent. I knew that you would not let us down, %pcf. Now then, _wizard_ will be in %g3 laboratory, ___mondung_, for at most =1stparton_ days before moving on to a new location. The %t wants word that the mage is dead in =1stparton_ days, so do not tarry after doing the deed. I will see you in =1stparton_ days. Thank you and good luck, %pcf.",Damn. I had hoped that we could count on you in this affair.
N0B21Y14#_giver_,male,Are you %pcn? The %pct?,"Ah, good. I have a letter for you. Apparently more than simple chance brought you here.","Very well, forgive the mistake."
N0B30Y15#_questgiver_,random,My name is _questgiver_. We need someone to kill a rogue imp for us. Are you interested? The job does pay _gold_ gold.,"Fine attitude %pcn. There is one thing I did not tell you. This imp was a familiar to a very high ranking mage. It seems the imp fell into an experimental spell and has been imbued with all manner of spell-like powers. You can find the creature at _palace_ of __palace_. Apparently it thinks it is fit to rule. Do be careful %pcn. If you are not back within =traveltime_ days, we shall assume that you are dead.","Too bad. // What a pity. // I see. Toddle off somewhere else then, %pcn."
N0B40Y07#_qgiver_,male,"I don't know if you can assist me at all, %pcf. I'm looking for a mage powerful enough to cast the spell Banish Daedra with little chance of failure. Could you? // Banish Daedra is one of the most difficult of the standard circinate spells to cast. Few spells require more innate magicka and skill. You wouldn't happen to be able to cast Banish Daedra, would you? // It is a great irony that summoning a daedra is a relatively simple matter, but banishing them, not so. You wouldn't happen to have the power to cast the standard circinate spell Banish Daedra, would you?","I sincerely hope you're not lying about this. I don't want this particular daedra slain, for I may need its services later, but it's a vexatious presence right now. And don't make up a spell like Banish Daedra in the Spell Maker. It has to be the standard, basic circinate spell. Now, because I was the one who summoned this daedra, I can make your job somewhat easier, but you must follow my instructions exactly. Take this scroll, which contains a spell to momentarily imprison the daedra using its true name. Before using it, however, you must be sure to draw blood from your target, or it may backfire with un- predictable results. Once the daedra is imprisoned, Banish Daedra has very little chance of failing. The daedra in question is over in ___mondung_. I'll expect you back in =queston_ days. Good luck to you, %pct.","Ah, well, the search goes on."
N0C00Y10#_giver_,male,"My name is _giver_. You want work but you aren't a member of the Mages guild? I'm sure you can understand that we only provide quality work for our members. However, I do have a little errand that needs to be done. One of our books is missing. If you were to find and return it, I would consider it a personal favor, one that would reflect well on you with the entire guild.",We have no clues at the moment. The name of the book is _book_. You will have to snoop around and ask people if they have heard anything. Bring the book back to me if you find it.,Obviously you are not interested in being on good terms with the Mages Guild.
N0C00Y11#_qgiver_,male,"I am _qgiver_. As a rule, only guild members are paid for work. However, I do have a small task that needs to be done. If you were to do it for free, I would put in a good word for you with the guild. Are you willing? // I am _qgiver_. Guild work for guild members only. However, I do have a small job that nobody else is willing to do. One of our more eccentric masters is absolutely insistent we get her a sample of _ingredient_, which we are fresh out of. If you got some for me, I would be very grateful. Your standing with the guild would surely improve.",An excellent attitude %pcf. I need some _ingredient_. The only specimen I know of at the moment is to be found in ___dungeon_. You have =traveltime_ days to bring it back.,Should have known. I am tired of this conversation %pcn. Good day.
N0C00Y12#_qgiver_,male,"You may call me _qgiver_. Normally I can only give work to guild members. However, one of my students has a minor problem that would be embarrassing if it were to get out. I can't pay you, but if you would be willing to chase down an escaped experiment, at small risk to yourself, I would be grateful enough to speak kindly of you to other guild members.","Good. My student keeps a pet imp. These magical creatures are not very dangerous, but it could be potentially embarrassing for him. Our scrying has determined that the imp has fled to ___mondung_. Kill the thing and report back to me within =1stparton_ days.","So, why did you ask me for work? Sometimes I really cannot understand you common adventurers."
N0C00Y13#_questgiver_,male,"Hmmph. You're not a guild member. I really shouldn't give out jobs to non-members. However, I have something that I need done that I don't really want anyone else in the guild to find out about. If you do this for me for free, I'll spread it around that you are our kind of %ra. What do you say %pcf?",My name is _questgiver_. There is an ancient text supposedly hidden in ___dungeon_. Bring it back to me within =traveltime_ days and I'll consider the job done.,Go away. You bother me. // Ingrate.
O0B00Y00#_questgiver_,random,"Listen, %pcf, we got one of our family who's in trouble. You got a couple days to help out one of the family?","Good %ra. One of our best catburglars in ___contact_ is holed up in a rat-trap called __contact_. On %g3 person is a hot stone %g lifted from the palace. Now the word is that someone saw it on %g2, and the guards are casing the place. Out of respect for the owner of __contact_, they're waiting =1stparton_ days before moving in. Get over to __contact_ and give _contact_ this hunk of _metal_ in exchange for the _gems_, and then you bring the it back here. You understand? Good. Now, hurry, there ain't time.",Alright then. Guess you're countin' on not bein' in a fix yourself some day.
O0B00Y01#_questgiver_,random,"Awright, %pcf, this is a simple sort of assignment. One you should have no trouble with. All you gotta do is bring this _weapons_ over to our agent in ___contact_, get %g3 payment for it, and bring it back. Think you can handle that, %pcf?","Okay then, your contact is a =contact_, about what you'd expect. Supposed to be hanging around a nook they call __contact_ in ___contact_. Now, _contact_ has picked up some loot out there in ___contact_ and wants you to bring it back to us. If you think you can handle all that, we'll expect you back here in =1stparton_ days with no excuses. All right then. Go.","No? How much more simple you want yer assignment to be? Stand still while I slap you with eels? And that might not be such a bad idea! %oth, what a waste."
O0B00Y11#_questgiver_,random,"%pcf, a simple game. An item in a house that needs lifting. Are you up for it?","That's the spirit. As I said, nothing complicated about this job. A client wants to get a hold of a certain antique ivory piece which currently resides in _target_ here in __target_. You have two days to bring it to me, for a finder's fee of _reward_ gold.",You'll go far in the Thieves Guild with that attitude. Sure you will.
O0B00Y12#_questgiver_,male,"%pcf, I got a job for you if you're interested. A little package needs delivering to ___contact1_. What do you say?","Great. Here's the package, some _drugs_. It needs to be in ___contact1_ as soon as possible. _contact1_ will meet you there in __contact1_. Be careful. If word of this shipment leaks out, we may have a bit of trouble with some freelance smugglers who think they own the business in %reg.","Don't do me any favors, pal."
O0B10Y00#_questgiver_,random,"Listen, %pcf, we got one of our family who's in trouble. You got a couple days to help out one of the family?","Good %ra. One of our best catburglars in ___contact_ is holed up in a rat-trap called __contact_. On %g3 person is a hot stone %g lifted from the palace. Now the word is that someone saw it on %g2, and the guards are casing the place. Out of respect for the owner of __contact_, they're waiting =1stparton_ days before moving in. Get over to __contact_ and give _contact_ this hunk of _metal_ in exchange for the _gems_, and then you bring the it back here. You understand? Good. Now, hurry, there ain't time.",Alright then. Guess you're countin' on not bein' in a fix yourself some day.
O0B10Y03#_qgiver_,male,"Got a guild job for ya, if yer innerested. Name is _qgiver_. Some guy wants the _religiousitem_ lifted from _temple_. Wanna take it?",OK. Here's the skinny. You go to _temple_ in __temple_. Take the _religiousitem_ and bring it back to me. You get the usual guild fee of _gold_ gold pieces. Ya got =traveltime_ days ta put it in my hands.,I'll keep ya in mind %pcn if a more interestin' job comes up.
O0B10Y05#_qgiver_,male,"Ho there %pcf! You remember me, _qgiver_? Are up for a guild job today? I got one here that seems right up your alley.","This rich guy just got a painting that could fetch a nice price. He stashed it at _townhouse_ in __townhouse_. Bring it back and you get a guild fee of _gold_ gold pieces. Oh yeah, I need it within =traveltime_ days.",Maybe next time.
O0B10Y06#_qgiver_,male,Here's somethin' right up your thing. Jewelry heist in the works. Want to get in on it? Standard guild pay of _gold_ gold pieces.,"%oth, bloody brilliant. Go to the _mansion_ in __mansion_. Find the _jewelry_ and get it back here. Keep an eye open. There's supposed to be some sort of guardian in the dump.",See ya. Got to find a guild member who wants this job.
O0B10Y07#_qgiver_,random,"We have had our eye on you %pcf. Never mind who ""we"" are. You're an up and coming member of this guild. If you were to do a special job for us, for no pay, we might look favorably on you in the future. What do you say?","Your assignment is very simple. The %rt in __palace_ has recently ""bought"" a _jewelry_ of decent enough worksmanship that we're innerested in taking a closer look. Yer gonna have precisely =2palace_ days to find a way into the palace, abscond with said bauble, and be back here. Not impossible for a true member of the Thieves Guild. So, what're you waiting for, %pcf? Off with you!",Watch your back you dirty little turncoat!
O0B20Y02#_qgiver_,male,"Keep your voice down. My name is ... er, just call me _qgiver_. I have a guild job for you. Standard pay. Interested so far?",You need to steal the _magicitem_ from _mansion_ in __mansion_. You have =traveltime_ days or the deal is off. Did I mention that the place is guarded? Could have sworn I said so.,Glad I didn't tell you any details. Now get out of here.
O0B2XY04#_qgiver_,male,I have a job. Ordinary guild work. Worth _gold_ gold. Just the standard guild fee. Interested?,"Go to __mansion_. Find _mansion_. Inside is a rare book, entitled _book_. Bring it back to me within =traveltime_ days, and I'll pay you. Simple enough, eh?","Too bad for you, %pcn."
O0B2XY08#_qgiver_,male,"_qgiver_ is my name. This one is a little touchy, %pcf. I have _gold_ gold for you if you will steal some _drugs_ for me. I assume you know what _drugs_ is? It's a highly addictive herb. Do you want the job?","Go to __mansion_. Find _mansion_. Steal the _drugs_. Bring it back within =traveltime_ days, and you'll get paid.","If word leaks out of this job, you know who I'll come looking for %pcn."
O0B2XY09#_qgiver_,male,You can call me _qgiver_. I have wind of some _coastal_ that some pig of a merchant just bought. I want to you pinch it an bring it here. I'll pay you _gold_ gold. Are you interested?,"In __mansion_ go to _mansion_. It shouldn't be too tough to find the _coastal_. Get it back to me in =traveltime_ days, and I'll pay you. No questions? Good.",Move along %pcn. I need to find a thief worthy of the name.
O0B2XY10#_qgiver_,male,"%pcn, my name is _qgiver_. I have a line on a _potion_. I need someone to lift it for me. I'll pay you _gold_ gold to do it. What do you say?","At _alchemyshop_ in __alchemyshop_ you will find a _potion_. Take it and bring it to me in =traveltime_ days, and I'll pay you. That's not too tough now, is it?","Let me know when you want to get real work, %pcn."
P0A01L00#_questgiver_,female,"Dear %pcn,",Error: Questtext 1002 Called!,Error: Questtext 1001 Called!
P0B00L04#_vamp_,male,Error: Questtext 1000 called.,Error: Questtext 1002 called.,Error: Questtext 1001 called.
P0B01L02#_vampire_,female,"My dear %pcf,",Error: Dagtext 1002 Called.,Error: Dagtext 1001 Called.
P0B20L09#_vamp_,male,Error: Questtext 1000 Called,Error: Questtext 1002 Called,Error: Questtext 1001 Called
Q0C00Y01#_qgiver_,male,"We would use thee to find a perfidious document circulated by our enemies in an effort to suppress our coven. I know wherein this packet of printed lies has been placed, but we need someone like thee to fight its guardian and bring it us. Wilt thou assist ==qgiver_ thus?","Wilt thou? Then you will have our most unconfuted gratitude. The document lies in a temple, here in %reg, in a town called __temple_. _temple_ keeps it somewhere, perhaps behind locked doors, guarded by a _guardian_ of unquestioned power. If thou wilt bring the document here, to me, I will give to thee a _mitem_ of the coven's manufacture. Return in no later than =queston_ days.","Wilt thou not? %oth, then do not ask for favor of ==qgiver_."
Q0C00Y03#_qgiver_,male,"The ==qgiver_ actually could use thy assistance in a most absurd and yet serious matter. Thou hast no illusions that the witches of %reg are despised. None trust us for long, for our power and solitude make us a difficult force to manipulate. We have discovered a trap that will soon be sprung on us, and we need someone like thee to disable it. Art thou interested in such a quest, in exchange for a _gem_?","Thou wilt? Take then this child, _child_ %g says %g3 name is. We found %g2 some days ago abandoned by %g3 people. Clearly, %g has been placed here so our enemies can prove that we are involved in -- what do you suppose? Human sacrifice? The corruption of innocents? Nothing so mundane as kidnapping I'd wager. _child_ tells us that %g3 parents live at _home_ in __home_. Lead the child back, but beware. Our fine enemies would rather murder the two of ye than allow the child to return home. Come back to us in =queston_ days or less and we'll have thy _gem_ for thee. Good luck.","Wilt thou not? %oth, the ==qgiver_ is used to the cowardice of our allies."
Q0C00Y04#_qgiver_,male,"==qgiver_ have been contacted by the Mages Guild and asked about a special potion, a very sacred formula much desired in %reg. They would be willing to pay _gold_ gold pieces for it, which would be yours. All we want is the regard of the Mages Guild. The journey will not be an easy one. Are you interested?","Very good, %pcf. Here is the potion. Now, you should be safe during the day, for those who want it strictly travel by night. They are expecting the potion at the Mages Guild of ___mguild_ in =queston_ days or less, so tarry not. Ask for a mage by the name of _mage_.","I understand. I'm disappointed, but I understand."
Q0C00Y06#_witch_,random,"We have a potential problem I fear. A vampire ancient hateful of witches hath moved into an abandoned castle in our territory. Obviously this is a situation we must remedy, doth thou agree, %pcf?","Wouldst thou? And yet, a vampiric ancient is no feeble adversary. Do not go into battle without preparation. This creature is called =vamprival_, and its new sanctuary is called ___mondung_. Thou wilt find it in ____mondung_. I will expect ye back here in =1stparton_ nights. Do not get thyself killed, %pcf.",I can understand thy fear. Only the very able or the very foolish would agree to slay a vampiric ancient.
Q0C00Y07#_qgiver_,male,Our sister _witch_ has been in imprisoned. We need someone like thee to rescue her. Art thou willing?,"If thou does this for us, we will be very grateful indeed. Give her these clothes to disguise her when you find her in ___mondung_. We will expect both of you back here in =queston_ days if not sooner.","Thou hast a heart of ice, %pcf. For shame."
