"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"young woman","female","16","23","82","74","165","94","28","39","52","178","0","Magic strong enough to control the extraction of energy, is needed to control the Mammon Machine.","魔神器をコントロールするには 引き出すエネルギーを制御できるだけの 強い魔力が必要となります。 三賢者様以外で、魔神器をあつかえるのは 今ではもうサラ様だけです。","To control the Demonic Vessel, you need strong enough magical power to be able to regulate the energy it draws out. Now, the only one outside of the Three Philosophers who can handle the Demonic Vessel is Sara-sama.",""
"young man","male","30","38","137","69","154","91","31","35","45","184","22","The 3 Gurus made the Mammon Machine from the royal family's red rock. Melchior, who has studied much about Lavos, was in charge of the plans. But then he disappeared...","三賢者様が、王家に伝わる赤き石より この魔神器を生みだされたのです。 計画のリーダーの命の賢者様は ラヴォス様についていろいろと 研究されておりました。","The Three Philosophers brought forth this Demonic Vessel from the red stone passed down in the royal family. The Philosopher of Life, who was the leader of the project, researched various things concerning Lavos-sama.","There's nothing here  about him disappearing. It sounds more like he did his research, and then  they came up with this device."
"old man","male","16","20","79","48","112","66","22","22","26","111","0","Melchior, who opposed the Queen's plans, has vanished. You're not thinking what I am, are you?","三賢者の一人、命の賢者様は 女王の計画に反対なさってから 姿が見られなくなってしまった……。 まさかとは思うが……。","Ever since one of the Philosophers, the Philosopher of Life, opposed the queen's plans, he hasn't been seen...... You don't suppose that......",""
"young man","male","29","38","144","80","178","100","29","46","62","209","0","When the Mammon Machine was finished, the Queen changed almost over night. Just between us, I heard that ANYONE who opposes her, and not just the Earthbound Ones, vanishes.","魔神器が完成してから 女王は別人の様に冷たくなられてしまった。 ここだけの話ですが、女王にさからえば 地の民だけでなく光の民も 情けようしゃなく 消されてしまうといううわさが……。","Since the Demonic Vessel was completed, the queen has become cold, like a different person. Just between you and me, rumor has it that not just the People of the Earth, but also the People of the Light are mercilessly eliminated if they oppose the Queen......",""
"old man","male","39","50","178","84","183","108","36","44","56","186","0","If the Mammon Machine is moved to the Ocean Palace, we can extract even more energy from Lavos. The ultimate dream of eternal youth and life, is now possible! Oh, almighty Queen, our kingdom of Zeal will reign forever!","魔神器を海底神殿にうつせば ラヴォス様から、より強大なエネルギーを えることができる。 われら光の民の最後の望み 不老不死も夢ではない！ おお、いだいなる女王よ！ わがジール王国は永遠なのだ！！","If we move the Demonic Vessel to the Ocean Floor Palace, we can get more powerful energy from Lavos-sama. The final desire of we People of the Light, never aging nor dying, is no dream! Oh, great Queen! Our Zeal Kingdom is eternal!!",""
"young man","male","23","29","102","67","143","81","24","31","41","153","0","The completion of the Ocean Palace will allow Zeal to last forever! And there will be no fear or sadness, just eternal peace.","海底神殿が完成すれば わがジール王国は、永遠の光に つつまれる……。 もうそこには、おそれも悲しみもない。 ただ終わることのない安らぎだけが 待っているのだ。","When we complete the Ocean Floor Temple, our Zeal Kingdom will be enveloped in eternal light...... There, no longer will there be either fear or sorrow. Just endless tranquility awaits us.",""
"young man","male","27","31","118","86","186","107","30","42","54","206","20","The Queen's aide, Dalton, was in charge of the Ocean Palace, until some traveling prophet took over. He's in a bad mood so you should avoid him.","以前は女王の右腕、ダルトン様が 海底神殿の計画をしきっていたのだが 今では旅の予言者が計画を進めている。 しばらくは、ダルトン様の近くには よらないようにしないとな。 ありゃ、かなりあれてるぞ。","Previously, the Queen's right-hand man Dalton-sama entirely managed the Ocean Floor Temple project, but now, the traveling prophet is advancing the plans. You'll have to make sure not to get near Dalton-sama for a while. He's really ticked off.","No indication that the  prophet took over, just that he's speeding things up where Dalton was used to  running everything."
"young woman","female","24","28","100","84","168","97","30","38","45","162","0","The Queen must have borne pain and sorrow in silence. No pain, no gain... Zeal, too, was born out of much sacrifice and work.","女王様は、きっと人に言えぬ苦しみ悲しみに お一人でたえてこられたのでは ないでしょうか？ 大きなものをえる時は、失うものも また大きいもの……。 そのおかげで今日のジールが あるわけですけれど……。","Surely the Queen has borne suffering and sorrow by herself that she can tell no one of, don't you think? When you gain something great, the loss too is great...... The Zeal of today exists thanks to that......",""
"nu","neutral","7","8","28","12","24","13","4","5","6","22","0","This will take you to the bedroom.","ここ、おやすみの間へつづく……。","This leads to the bedrooms……",""
"young man","male","19","24","89","68","149","82","28","39","50","174","0","Schala's pendant was made from the same red rock as the Mammon Machine. When she chants, the pendant glows.","サラ様のペンダントは 魔神器と同じ赤き石から 作られたのだそうです。 サラ様がペンダントを手にして 魔神器にいのると、不思議な輝きを はなつそうですよ。","They say Sara-sama's pendant was made from the same red stone as the Demonic Vessel. I've heard that when Sara-sama takes the pendant in hand and prays to the Demonic Vessel, it gives off a mysterious radiance.",""
"magus","male","1","1","6","3","5","5","2","2","2","7","0","Schala!!","「姉上！","'Ane-ue!",""
"schala","female","7","8","35","18","29","19","6","7","9","39","0","Oh, you're back Janus! Is something wrong?","「あら、お帰りなさい。 どうかしたの、ジャキ？","'Oh, welcome back. Is something wrong, Jyaki?",""
"magus","male","3","3","13","4","11","6","3","3","3","13","0","The black wind...","黒い風が……。","The black wind......",""
"schala","female","9","10","39","25","47","28","7","16","18","66","0","You feel it too? Don't worry, it'll be alright.","感じるのね、ふきつな気を……？ だいじょうぶよ、心配いらないわ。","You feel it, the ominous spirit......? It's going to be fine, you don't need to worry.",""
"schala","female","4","4","17","11","20","11","4","3","3","14","0","Now, hold onto this.","さ、これを持っていなさい。","Here, take this.",""
"magus","male","3","3","9","2","4","2","1","1","1","6","0","What is it?","これ……？","This......?",""
"schala","female","25","29","108","67","143","78","20","28","31","108","4","It's a kind of amulet. If something should happen, it'll protect you. I wish I could be with you always... But mother has other plans.","お守りよ。 もしもの時ジャキを守ってくれるよう 私のいのりがこめられているわ。 いつでも私がそばにいて あげられたらいいのだけれど……。 でも母様の計画が……。","It's a charm. My prayers are held in it to protect you, just in case. I wish that I could always stay by your side...... But mother's plans......","Prayer note was removed."
"magus","male","13","14","60","27","69","37","15","16","23","85","0","She's NOT our mother! She looks like mother, but inside she [ has changed.","あんなヤツ、母様じゃない！ 姿形は母様だけど 中身は別のモノだ……。","That bitch isn't our mother! The appearance is mother's, but she's something different on the inside......",""
"schala","female","6","6","28","16","32","18","6","7","7","29","0","...... Still I can't... Janus, I'm sorry.","………。 それでも私には……。 ゴメンなさい、ジャキ……。","....... And yet, for me...... I'm sorry, Jyaki......",""
"young woman","female","14","20","71","47","95","56","13","21","27","100","0","Excuse me, Highness. The Queen asks for your immediate presence at the Ocean Palace.","しつれいいたします、サラ様。 女王様がお呼びです。 しきゅう海底神殿の方におりて いただきたいとのことです。","Please excuse me, Sara-sama. The Queen calls. She would like to have you descend to the Ocean Floor Temple immediately.",""
"schala","female","2","2","9","6","12","6","1","1","3","12","0","All right.","……わかりました。","......understood.",""
"schala","female","5","6","23","14","22","14","4","7","7","31","0","Well, Janus... I'll be going.","それじゃ、ジャキ…… 行ってくるわね……。","Well then, Jyaki...... I'll be back later......",""
"schala","female","5","5","16","7","15","9","4","3","3","11","0","Oh! Who might you be?","あら……。 あなた達は……？","Oh...... You are......?",""
"young woman","female","10","11","50","22","48","28","8","12","12","51","7","Miss Schala, please hurry. If you're late, I'll be punished!","サラ様、おいそぎください。 おくれると私が女王様に……。","Sara-sama, please hurry. If we are late, then the Queen will......","Vague unspecified bad consequences for the servant."
"schala","female","4","4","15","9","14","9","2","3","3","13","0","Oh yes, I'm sorry.","ええ。　ごめんなさいね。","Yes. I'm sorry.",""
"magus","male","2","2","8","7","12","7","3","2","2","8","0","...... Go away.","………。 むこう、行きなよ。","......... Go away.",""
"magus","male","8","9","38","18","35","19","8","10","14","49","32","Don't waste your time. Alfador only likes me.","ムダさ。 アルファドは、僕にしかなつかない。","It's useless. Alphard won't get attached to anyone but me.","I've finally done some  checking on the name, and it seems to be Alphard, the brightest star in the  constellation Hydra. The name comes from Arabic and translates to “solitary  one”. Appropriate."
"old man","male","42","46","178","85","197","110","39","50","62","239","0","The Earth is alive, and it has changed over the aeons. From flat lands into mountains... From mountains into oceans... You may find THE WAY... That is, if you could pass aeons of time at the forbidden palace, or the Sun Keep.","よいかな、大地は生きておる。 長い時間をかけてゆっくり動き…… 平地は山に……、山は海に……。 今は誰も近づけぬ、北の封印宮や 太陽神殿ですら、何千何万もの年をへれば 道がみつかるようになるのかも知れぬな。","Listen well, the earth is alive. Over long periods of time, it gradually moves...... Plains to mountains...... mountains to oceans...... After many thousands, tens of thousands of years pass, ways may be found to places where none can now approach, such as the sealed northern shrine and the Sun Temple.",""
"nu","neutral","6","7","29","12","21","13","4","6","6","25","0","This connects to the Queen's hall.","ここ、じょおうの間へつづく……。","This leads to the Queen's hall……",""
"young woman","female","17","20","73","46","104","59","19","26","30","109","0","To open the door from outside, an item like Schala's pendant is needed to break the seal.","この封印の扉は外からは開きません。 サラ様のペンダントのような 術をやぶる強力なカギでもないかぎり。","This sealed door will not open from outside. Not as long as you don't have a powerful key to break arts, such as Sara-sama's pendant.",""
"young woman","female","36","43","157","96","202","112","36","43","58","209","0","No one may enter while the Queen is away at the Ocean Palace. Y...your pendant!! It looks just like Schala's! I heard that when Schala communes with the Mammon Machine, her pendant starts to glow.","女王が海底神殿におりられるとかで……。 その間ここは誰ひとり通ることは 出来ませんよ。 あら、そのペンダントは……？ サラ様のものと、そっくりですね。 サラ様が魔神器にいのると、 ペンダントが不思議な輝きを はなつと聞きましたが……。","The Queen has descended to the Ocean Floor Temple...... During that period, none can enter here. Oh, that pendant......? It looks just like Sara-sama's. I have heard that whenever Sara-sama prays to the Demonic Vessel, her pendant emits a mysterious radiance......",""
"marle","female","8","8","33","13","23","14","4","5","6","22","0","Hmm... Just as we thought, it won't budge.","あれー？ やっぱり開かないねー。","Huh? It really won't open.",""
"ayla","female","3","3","16","7","13","7","2","2","5","15","0","Strange. How come?","不思議。なんでだ？","Mysterious. Why?",""
"robo","male","7","10","35","14","39","22","7","9","13","36","0","This door has a strong defense mechanism.","強力な防御システムの 扉デスネ。","It IS a door with a powerful defense system.",""
"lucca","female","6","8","34","29","46","29","7","12","16","58","0","Hmm... There's something to this pendant.","う～ん……。 やっぱり、そのペンダントに なにかあるんじゃないのかしら……。","Hmmm...... I wonder if there isn't something about that pendant after all......",""
"frog","male","12","12","49","28","57","31","13","15","17","60","44","'Tis a mere DOOR that keeps us bound, hand, foot...and tongue!","チキショー、たかが こんな扉ひとつに、手も足も ベロも出ないとは……。","Dammit, to think we can't do a thing against a mere single door like this......","*When Frog notes that he can't do anything about the sealed door, he uses the Japanese expression 手も足も出ない (te mo ashi mo denai), referring to a complete inability to do anything about a situation. Frog throws ベロ (BERO), tongue, in with 手 (te), hand, and 足 (ashi), foot, because he's a frog."
"old man","male","22","27","100","84","173","94","29","35","49","175","0","That pendant... It looks like Schala's. When she chants to the Mammon Machine, the pendant glows... As if they were in union.","おや、そのペンダントは……？ サラ様のものと似ていますね。 サラ様が魔神器にいのると、 あのペンダントは不思議な輝きを はなつのですよ。 まるで魔神器と、ひみつのことばを かわしているかのようです。","Oh, that pendant......? It looks just like Sara-sama's. When she prays to the Demonic Vessel, that pendant gives off a mysterious radiance. It's just as though it's exchanging secret words with the Demonic Vessel.",""
"old man","male","15","17","62","39","88","49","16","18","22","80","0","That glow...?! That's the pendant the Gurus made for Schala!! How did you get it?","おお、その輝きは……！？ まさしく賢者様達が サラ様のためにと作られたもの！！ どうしてあなた方が……！？","Oh, that radiance......!? That is without a doubt what the Philosophers made for Sara-sama!! How did you......!?",""
"young man","male","15","17","62","39","88","49","16","18","22","80","0","That glow...?! That's the pendant the Gurus made for Schala!! How did you get it?","おお、その輝きは……！？ まさしく賢者様達が サラ様のためにと作られたもの！！ どうしてあなた方が……！？","Oh, that radiance......!? That is without a doubt what the Philosophers made for Sara-sama!! How did you......!?",""
"marle","female","4","4","11","9","18","11","5","5","5","23","0","Yea, we did it!","わーい、開いた、開いた！","Yaaay, it opened, it opened!",""
"lucca","female","13","15","51","38","67","40","8","18","21","73","0","Heh, heh... Even a door of this caliber can't keep science at bay!","フッフッフッ……。 このていどのシールドなんかじゃ サイエンスの前進はとめられないわよ！","Hu, hu, hu...... You can't halt the advance of science with the likes of this caliber of shield!",""
"robo","male","13","16","53","20","39","23","9","8","11","49","0","There is no doubt. Marle's pendant is made of the «Guru's Rock.»","まさに『賢者の石』デスネ。 マールのペンダントは。","It IS surely the ""Philosopher's Stone"". Marle's pendant.",""
"frog","male","5","6","23","15","26","15","7","11","13","44","50","What doth challenge us now?","さーて、おにが出るか じゃが出るか？","Now then, will an ogre appear, or will a snake appear?","*In the English translation, Frog asks ""what doth challenge us now"" after the door opens. In the original, he asked, ""will an ogre appear, or will a snake appear?"" Frog's line is a saying that basically means there's no telling what comes next. And, frogs don't get along with snakes."
"ayla","female","5","5","18","14","22","14","6","6","6","23","8","Ayla go! No fear, Crono!","エイラ　行く！ ガンガン　行くぞ　クロ！！","Ayla go! Go full power, Crono!!","ガンガン (gan gan) is a high-energy kind of “noise”."
"young woman","female","6","8","31","19","40","22","8","9","12","43","0","That glow...!? Is that Schala's pendant?","まあ、その輝きは……！ サラ様のペンダントですか？","Oh my, that radiance......! Is that Sara-sama's pendant?",""
"prophet","male","0","0","0","0","0","0","0","0","0","0","0","!?","！？","!?",""
"dalton","male","4","4","11","6","14","9","5","3","3","12","0","Oh! So it's you!","ほう、お前達か……。","Oh, you guys......?",""
"queen zeal","female","9","9","28","17","40","23","9","9","9","28","0","Who are you!? How did you get in here?","何者だ、お前達！？ どうやって、ここに入った？","Who are you!? How did you get in here?",""
"prophet","male","10","12","44","28","65","36","10","14","17","66","0","Your majesty... They are the evildoers I warned you of.","女王…… その者どもこそ、私のけいこくした わざわいをなす者達です……。","Queen...... THESE people are those I warned you of who will bring about catastrophe......",""
"queen zeal","female","15","19","69","30","68","40","17","14","18","63","0","How DARE you think you could oppose me, you...foreigners! You're worse than the Gurus!","何！？　異国の者よ。 お前達も賢者ども同様 このジールにたてつくと言うか！？","What!? Foreigners. Do you too mean to oppose me, Zeal, as the Philosophers did!?",""
"queen zeal","female","5","6","24","21","43","24","5","5","7","26","0","Fools! Dalton, take them away!","たわけた連中めが！ ダルトン、そやつらをとらえろ！","Foolish lot! Dalton, seize them!",""
"dalton","male","5","5","20","9","17","9","3","3","4","19","0","Yes ma'am! By your leave...","はッ！ こころえまして……。","Yes, ma'am! Certainly......",""
"dalton","male","1","1","5","4","7","4","1","1","1","5","0","Golem!","ゴーレム！","Golem!",""
"dalton","male","6","9","29","16","35","19","7","8","10","36","0","My poor Golem! That was inexcusable!","俺様のゴーレムを……！ 許せんな、きさまら！","My golem......! I can't forgive you, you bastards!",""
"queen zeal","female","31","41","138","68","133","75","17","25","31","104","0","Mwa, ha, ha... Fear not! You won't die...immediately, that is! But by the time we're through with you, you'll be begging us to end your suffering. What a delicious diversion!","フフフ……。 安心しろ、すぐには殺さぬわ……。 そしてきょうふを味わわせてやる。 わらわの計画にさからった事を たっぷりとこうかいするがいい。 フフフ……。 アーッハッハッ……！","Hu, hu, hu...... Relax, I won't kill you right away...... and terror. May you thoroughly regret opposing my plans. Hu, hu, hu...... Ah, ha, ha......!",""
"magus","male","7","7","32","17","33","19","8","10","13","43","0","Hmph! Idiots... What will you do, Schala?","フン、バカなヤツら……。 姉上、どうするつもり？","Hmph, idiots...... Ane-ue, what are you intending to do?",""
"schala","female","4","5","16","13","29","16","5","5","7","24","0","Let us rescue them.","この方達をお助けしましょう。","I shall assist these people.",""
"magus","male","12","16","57","28","55","30","10","15","20","80","0","I think it's useless. Besides, if they escape, you'll be in trouble.","ムダだと思うけどな……。 それに、こいつらを逃がしたりしたら 姉上が……。","I think it's pointless, though...... Besides, if you do something like letting them escape, you'll......",""
"schala","female","13","15","54","36","80","44","13","11","14","59","0","Don't worry about me. They just might be able to rescue the Gurus.","だいじょうぶよ、私は……。 それに、この人達なら 賢者様を助けだしてくれるかも しれない……。","It's all right, I...... Besides, these people might help the Philosophers......",""
"magus","male","1","1","7","2","5","4","2","2","2","7","0","Schala...","姉上……。","Ane-ue......",""
"schala","female","16","19","74","49","99","58","16","32","35","129","0","Are you all right? Quickly, escape from the palace! And if you can, please rescue Melchior!","だいじょうぶですか？ さあ、いそいで宮殿から そして、出来ることなら 命の賢者様をお助けして いただきたいのです……。","Are you all right? Now, please hurry and escape from the palace. And then, if it is something you can do, I would like to have you save the Philosopher of Life......",""
"schala","female","18","21","69","40","93","54","19","16","23","90","0","He was sent to the Mountain of Woe for opposing the Queen. Please! You have to help him!","命の賢者様は、計画に反対したため なげきの山にゆうへいされて…… お願いです、どうか賢者様を……","The Philosopher of Life was imprisoned on Grief Mountain for opposing the plans...... Please, the Philosopher......",""
"prophet","male","6","7","25","7","11","7","1","6","6","18","0","I'm afraid I can't allow that...","「そうはさせぬ……。","'I won't let you do so......",""
"prophet","male","9","12","46","32","65","39","13","14","18","61","0","Your meddling tires me. You'll...just have to disappear!","これ以上、お前達に 私のジャマはさせぬ……。 ここいらで消えてもらうとしよう。","I won't let you hinder me any further...... I'll have you disappear right here.",""
"schala","female","2","2","10","5","8","5","1","3","3","10","0","You mustn't!","いけません！","You must not!",""
"prophet","male","0","0","1","0","0","0","0","0","0","1","0","......!","……！","......!",""
"magus","male","1","1","4","4","8","4","2","1","1","4","0","Stop!","やめろッ！","Stop!",""
"prophet","male","11","15","54","28","60","31","8","10","12","41","0","Okay...I'll spare them. But in return, you WILL cooperate, Schala!","……フッ。 助けてやる。 そのかわり、あなたには 力をかしてもらうぞ。 サラ……。","......hm. In exchange, I will have you assist me. Sara......",""
"prophet","male","7","7","25","30","59","35","12","16","16","53","0","Now, show me how you came here.","さあ、お前達がどうやって この時代へ来られたのか 教えてもらおうか……","Now, can I get you to tell me how you all were brought to this era......?",""
"prophet","male","7","7","27","8","18","10","4","5","5","18","0","Hmm...so you came in through here.","ほう、こんな所から……。","Oh? From such a place......",""
"prophet","male","15","16","55","29","60","33","9","12","13","51","0","Now Schala! After I throw them in, I want you to seal the portal shut.","さあ、サラ……。 こいつらをその中に放りこんだら そこに結界をはるのだ。","Now, Sara...... When I throw them into that, erect a barrier there.",""
"schala","female","6","6","18","5","8","5","2","2","2","4","0","N, no! You can't make me!","い、いやです！","N, no!",""
"prophet","male","7","7","26","21","52","29","11","13","15","48","0","Obey me! Their lives are at stake!","私の言う通りにしなければ その者達の命はない……。","If you do not do as I say, these people's lives are forfeit......",""
"schala","female","4","4","14","6","12","6","1","1","3","12","0","I...oh, all right...","……わかりました。","....understood.",""
"schala","female","3","4","16","6","10","6","1","2","2","9","0","Please forgive me...","ごめんなさい。","I'm sorry.",""
"LOCATION","none","3","3","12","9","22","13","5","7","8","30","5","Break the Seal!","とけよ封印　呼べよ嵐","Release the Seal, Call Forth a Storm","“forth” added for stylistic  reasons"
"marle","female","7","7","24","20","48","26","7","9","10","38","0","Why did the Prophet let us go?","あの予言者、なぜ私達を 殺さなかったのかしら……。","That prophet, I wonder why he didn't kill us......?",""
"lucca","female","9","9","38","23","56","31","10","15","15","57","0","The Prophet could have just done away with us.","あの予言者、私達を殺そうと 思えば殺せたはずなのに……。","That prophet, if he meant to kill us, he should have been able to, yet......",""
"robo","male","6","6","26","19","38","21","8","6","8","23","0","Why would the Prophet spare us?","ナゼ、ワタシ達を消さなかった のデショウカ？","WHY did he not eliminate US?",""
"frog","male","10","11","44","23","50","28","10","13","13","46","0","'Tis true, he hath spared us. But something is amiss.","あの予言者、命だけは助けて くれたが……、どうもクサイぜ。","That prophet let us off with our lives...... but I smell a rat.",""
"lucca","female","10","14","44","22","41","24","9","16","17","55","0","The key to defeating Lavos must exist in that period.","けどラヴォスを倒す手が あの時代には、ありそうね。","But it seems like the means to beat Lavos are going to be in that era.",""
"robo","male","10","13","41","32","69","40","15","20","22","71","0","The key to defeating Lavos must exist in that era.","シカシ、ラヴォスのあの力を 利用している時代デス。 倒す方法も、あの時代に……。","HOWEVER, it IS an era that uses that power of Lavos. A way to defeat it, also in that era......",""
"frog","male","11","13","44","37","73","41","13","16","22","75","0","Where hast Magus gone? I shan't allow him to get away.","それにしても、魔王の ヤツは一体どうしちまったんだ。 この手でカタをつけない事には。","Anyway, what the hell happened to that bastard Magus? It's a question I just can't settle.",""
"ayla","female","9","10","40","33","63","36","14","14","17","70","0","They take energy from Lavos. Lavos not get weak?","あいつら　ラヴォスの力 吸い取ってた。 吸い取られたら　ラヴォス　弱って ないか？","They were sucking out Lavos's power. If being sucked out of, Lavos weakened, right?",""
"marle","female","12","12","40","19","37","21","7","12","13","45","0","But we can't get back to that time. What can we do?","でも、もうあの時代には 戻れないよ。　どーする？","But we can't return to that era any more. What'll we do?",""
"lucca","female","14","15","56","28","56","33","12","10","10","44","0","But the Gate to that time has been sealed. Is there another way back?","けど、あの時代のゲートは 封じられちゃったのよ。 何かいい方法は……。","But that era's Gate was sealed off. Some good method......",""
"robo","male","6","6","22","18","34","18","5","6","7","27","0","But the Gate has been shut.","シカシ、ゲートはふさがれて しまいマシタ。","HOWEVER, the Gate has BEEN shut.",""
"frog","male","11","15","54","24","51","29","10","10","11","44","0","Yet Schala hast sealed the Gate. 'Tis not possible to returneth.","けど、あのサラって娘が 封印してんだろ？ 戻れやしないぜ……。","But that Sara girl sealed it, right? We can't return......",""
"ayla","female","5","6","21","15","27","17","7","8","9","28","0","Door gone. No can return.","でも　エイラ達　もう あそこ　行けない。","But Aylas no can go there any more.",""
"marle","female","15","18","70","31","61","37","14","25","27","94","0","Wait a minute. I've seen the design on the doors this pendant opens, somewhere else...","そういえば、このペンダントで 開くドアの紋章、あの時代以外で 見た気が……。","Come to think of it, the crest on the door that opens with this pendant, I feel like I've seen it outside of that era......",""
"lucca","female","12","13","58","24","47","28","9","15","17","66","0","The crest on those sealed doors... We've seen it elsewhere, haven't we?!","！！　ペンダントで開く ドアの紋章、どっかで見なかったっけ？","!! The crest on the door that opens with the pendant, haven't we seen it somewhere?",""
"robo","male","18","19","67","34","69","39","15","20","22","78","0","Wait. The crest on the doors that the pendant opens... I have seen them in my own time!","ペンダントで開けたドアの紋章 デスガ、ワタシの時代でも、いくつか ありマシタ！","About the crest on the door that we opened with the pendant, there WERE several in MY era as well!",""
"frog","male","14","17","67","48","97","58","19","22","23","87","0","Thou hast seen elsewhere the crest on the doors that the pendant opens, correct?","そういえば、このペンダントで 開いた紋章のついた扉… お前達、あれをどこかの時代で見たと 言っていなかったか？","Come to think of it, the crested door that opened with the pendant...... Didn't you say you saw them in some era?",""
"marle","female","5","5","21","9","15","9","3","4","5","19","0","Let's check it out, Crono!","行ってみよう、クロノ！","Let's try going, Crono!",""
"lucca","female","14","15","53","28","54","29","11","19","20","59","0","We may yet find our way back to that era! Let's get cracking, Crono!","あの時代に行くための 手がかりが、つかめるかも！ 行くわよ、クロノ！","We might be able to get a hold of a clue to go to that era! We're going, Crono!",""
"robo","male","6","7","19","15","27","16","7","7","8","21","0","Let us return to my time!","行ってみマショウ。 ワタシの時代へ！","LET US try going. To MY era!",""
"frog","male","6","7","26","15","27","15","5","9","10","39","0","'Tis time to depart, eh, Crono?!","行ってみるしか手はないな。 クロノ？","Guess there's no means but to try going. Crono?",""
"old man","male","59","73","256","105","227","131","38","60","69","251","0","Aha! So you've been to the Land of Magic... Now that the pillar of light is sealed, you'll be needing something that will transport you through time. I recall someone working on such a device. The Wings of Time, I believe he called it. I'm afraid he became a tad psychotic spending so much of his time doing research.","ほう、お前さん達、あの魔法の国を 見てきたか……。 光のはしらが封じられては 時をじゆうに行き来できる翼が 必要じゃな。 時をわたる翼…… そんなものを研究していた男もおった。 研究にぼっとうするあまり、ちと正気を うしなってしまったみたいじゃが……","Oh? So you saw that land of magic before you came...... As the pillar of light has been sealed, you need wings that can freely come and go through time. Wings that Cross Time...... There was even a man researching such a thing. Though I'm afraid he's lost a bit of his sanity, immersing himself too much in his research......",""
"frog","male","7","8","28","23","45","26","9","17","20","71","0","Need you not a swordsman?! Yes. No.","剣が立つヤツがいなきゃ 始まらねえだろ。 はい いいえ","Nothing's going anywhere if you don't have a guy who's good with a sword, right? Yes No",""
"frog","male","4","5","16","10","17","10","3","4","4","16","0","OK, let's get going!","よっしゃ、行くとするか！","All right, let's go!",""
"frog","male","6","6","25","9","17","10","2","4","4","16","0","Mine blade and skill may rust...","腕がなまっちまうぜ。","My skill will dull.",""
"ayla","female","7","7","25","16","24","16","6","6","7","22","0","Ayla go. Big yawn here! Yes. No.","エイラ　行く。 ここ　たいくつ！ はい いいえ","Ayla go. Boring here! Yes No",""
"ayla","female","4","4","17","13","25","15","6","11","11","30","18","Ayla fight for world!","今までの分も、エイラ あばれる！","Ayla go so wild it make up for up to now!","In other words, she'll cause so much havoc it makes up for all the sitting around doing nothing."
"ayla","female","3","4","20","9","16","9","4","3","3","14","0","Take Ayla,  [crononick]!","エイラ連れてけ　クロ！","Take Ayla, [cro]!",""
"ayla","female","3","4","18","12","14","12","4","3","3","14","0","Take Ayla, [member1]!","エイラ連れてけ [pc1]！","Take Ayla, [pc1]!",""
"SYSTEM","neutral","4","4","13","12","21","12","4","4","4","13","0","Got a Power Ring!","パワーリングを手に入れた！","Got a Power Ring!",""
"SYSTEM","neutral","4","4","12","14","26","14","4","4","5","16","0","Got a Speed Tab!","スピードカプセルを手に入れた！","Got a Speed Capsule!",""
"chancellor","male","30","35","141","47","103","57","17","21","23","100","0","I've been worried, Princess! I understand your pain. But the king really only cares about his realm... Yes, even when your mother, Queen Aliza passed away, he worked all day!","心配しましたぞ、マールディア様！ よくわかりますぞ。 国王は何よりも国を大事になさるお方。 なくなられた時も……","We've been worried, Marledia-sama! Marledia-sama. The King is a man who places his kingdom above all else. passed away......",""
"marle","female","7","9","27","3","10","5","3","1","1","6","0","No one could do that! It's inhuman!","母様が！？","Mother!?",""
"chancellor","male","6","8","31","12","22","13","3","4","5","18","0","Oh, child, it's ancient history now...","いやいや、何でもありませぬ。","No, no, it's nothing.",""
"marle","female","3","3","10","4","10","5","2","2","2","6","0","Tell me more!","話してよ！","Tell me!",""
"chancellor","male","32","40","149","77","154","95","26","40","46","168","0","This may be difficult... Well, Queen Aliza's condition suddenly changed for the worst. She desperately wanted to see the king one last time, but he couldn't find the time to drop by...","もうしあげにくいのですが…… もともと病弱だったアリーチェ様の よう態が急変した時です。 最後に一目国王にお会いしたいと おっしゃっていたアリーチェ様ですが 国王はなんと……","It is difficult to say this, but...... It was when Ariche-sama's condition, which had been sickly to begin with, took a sudden turn. Ariche-sama said that she wished to see the King one last time, but the King......",""
"chancellor","male","19","23","88","56","107","62","16","27","31","118","0","Said he had some work to do... But knowing nothing about death, you waited faithfully by your mother's side...","国のしごとでおいそがしいとはいえ アリーチェ様のもとに来ず…… おさないマールディア様が 死という事もわからぬまま見守る中……","Even if he WAS busy doing work for the country, not coming to Ariche-sama...... As a young Marledia-sama watched over her, not knowing about death......",""
"chancellor","male","16","20","70","46","91","53","15","17","18","80","0","Aliza passed away in sorrow... It's as if the king indirectly killed her... Such a shame...","アリーチェ様は、おなくなりに なられたのですじゃ……。 いやはや、あれでは国王が アリーチェ様を殺したも同然……","Ariche-sama passed away...... Dear me, that makes it sound almost like the King killed Ariche-sama......",""
"marle","female","5","5","29","6","18","10","5","5","5","24","0","WHAT...!! Father KILLED? ...MY MOTHER...?!!","……！！ 父上が……母様を……","......!! Father did that...... to mother......",""
"chancellor","male","12","15","53","27","54","31","10","13","14","58","0","But what do I know! There are reasons for everything, right dear?","おやおや、私とした事が！ お気にしませぬようにマールディア様！","Oh dear, what have I done!? Don't worry yourself over it, Marledia-sama!",""
